text,pred
"But the best part about LS is the late night atmosphere, delightfully free of the BTs.","[('part', None), ('atmosphere', None), ('bts', None)]"
For an untrendy rip-off- eat here.,[]
And you're hungry a few hours later.,[]
I can't wait to go back.,[]
I HATE HATE HATE this place.,[]
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,[]
The staff there is very attentive and down to earth.,"[('staff', None), ('earth', None)]"
"You don't go to Mizu for excellent service, you go for the large amounts of food, the amiable atmosphere, and the hole-in-the-wall feeling of the place.","[('service', None), ('wall feeling', None), ('mizu', None), ('amounts', None), ('atmosphere', None)]"
"The service is always bad though, don't expect much of anything from your server, and I would not recommend bringing a date here either.","[('server', None), ('service', None)]"
Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.,[]
Wonderful!,[]
It took them 15 minutes to put water in our glasses.,"[('water', None), ('glasses', None)]"
The service is descent even when this small place is packed.,"[('place', None)]"
This is the best sushi in new york city - hands down.,"[('york city', None), ('hands', None)]"
Go hungry and enjoy.,[]
I have eaten a lot of pizza here.,[]
This place is worth an one-hour drive.,"[('drive', None), ('place', None)]"
Great value for the quality ingredients.,"[('value', None), ('quality ingredients', None)]"
"The Thali was small, thoroughly unremarkable, and $14.95.","[('thali', None)]"
The sushi is also great!,"[('sushi', None)]"
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,"[('buttery', None), ('truffle sauce', None), ('butternut squash ravioli', None), ('chef app', None), ('langostine entree', None), ('cakebread cabernet', None)]"
Truly the mark of an attentive waiter.,"[('waiter', None)]"
"The food here is rather good, but only if you like to wait for it.",[]
I got an excellent piece of cheesecake and we had several other nice pastries.,"[('pastries', None), ('cheesecake', None), ('piece', None)]"
"The staff is very kind and well trained, they're fast, they are always prompt to jump behind the bar and fix drinks, they know details of every item in the menu and make excelent recomendations.","[('staff', None), ('bar', None), ('recomendations', None), ('fix drinks', None)]"
The makhani was OK --the korma was bland.,"[('korma', None), ('makhani', None)]"
The food is inventive but still keeps traditional indian flavoring.,"[('flavoring', None), ('food', None)]"
All I can say is WOW!,[]
"though the service could be better (possibly due to more than one very large group in the house), it is very cordial and warm, as is the general clientele.","[('house', None)]"
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.","[('decor', None), ('east village', None)]"
This is a cute place and could be good but they need to get their act together.,"[('act', None), ('place', None)]"
The lox is always fresh too.,"[('lox', None)]"
"Sure enough, exactly 30 minutes later we got the call and were seated promptly.",[]
Service was very friendly.,"[('service', None)]"
So all I'm trying to say is this restaurant is by far the best thai food restaurant I've ever been to.,[]
Food was OK - fish was cooked well.,"[('food', None)]"
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,"[('food', None)]"
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,"[('duck confit', None)]"
"The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.","[('staff', None)]"
The service does sometimes lack focus and it is not ideal if you are in a hurry but I have never been treated rudely.,"[('service', None)]"
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.","[('choices', None), ('deal', None), ('food', None), ('reservations', None)]"
The staff offers impeccable service.,"[('service', None)]"
The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!,[]
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,"[('experience', None)]"
wont come back again for sure!,[]
i went to utsav about a yr ago with my family.,[]
"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion.","[('price', None), ('mamoun', None), ('quality', None), ('place', None), ('terms', None), ('value', None), ('freshness', None), ('opinion', None)]"
"The place is sleek, modern and playfull and i will return again frequently.","[('place', None)]"
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.","[('prices', None), ('wine', None), ('gods', None), ('food', None), ('emilio', None)]"
The brioche and lollies as party favors is a cute and sweet touch to a most memorable meal.,"[('party favors', None), ('touch', None), ('meal', None)]"
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.","[('person table', None), ('parties', None)]"
And the bill was outragous.,"[('bill', None)]"
"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced.","[('service', None), ('midtown', None), ('restaurants', None), ('wine list', None)]"
"Kind, attentive wait staff.",[]
Bon appettite!!,[]
Salads were fantastic.,"[('salads', None)]"
The owners and employees are friendly and their pizza is fantastic.,"[('owners', None), ('employees', None), ('pizza', None)]"
"La Rosa waltzes in, and I think they are doing it the best.",[]
"The food is yummy, especially their cooked-to-perfection mussels in spicy tomato sauce and their shoestring crispy fries.","[('fries', None), ('food', None), ('tomato sauce', None), ('mussels', None)]"
The food is authentic Italian - delicious!,"[('food', None)]"
"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.","[('smith street', None), ('addition', None)]"
skip dessert.,"[('dessert', None)]"
We spent $200 in this place and left hungry and very disappointed.,[]
It is simply amazing.,[]
I complete the total bagel experience by having it lightly toasted.,"[('bagel experience', None)]"
It was like the servers forgot that they actually worked there and instead wanted to hang out and be cool.,[]
I liked this place the first time but doubt I will ever return.,"[('time', None)]"
The service is good and ambience is good for a date or group outing.,"[('date', None), ('group outing', None), ('service', None)]"
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,"[('way', None), ('case', None), ('money', None)]"
It's all about the food !!,[]
Fast service.,"[('service', None)]"
"Skip this restaurant, it's a big disappointment.","[('restaurant', None)]"
"The staff is excellent, specjal: that girl behind the bar, european chic.","[('staff', None)]"
"stick with the chicken, beef, and lamb dishes.",[]
"The service was bad, the food took to forever to come, we sat on the upper level.","[('service', None), ('level', None)]"
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",[]
ALWAYS full with tourists (especially because of it's close proximity to Rockefeller Center).,"[('tourists', None)]"
"The decor is nice, but more casual than fine dining.","[('dining', None), ('decor', None)]"
This restaurant is a wonderful place to go many times and it is reasonably priced.,"[('restaurant', None), ('place', None)]"
"Bravo, Blue Hill!",[]
"Conveniently located too, being right on Bedford ave.","[('bedford ave.', None)]"
My friends and I came across this place while walking in the village.,[]
"Bottom line: B+ for the food, F for the service.","[('line', None)]"
The only thing the waiters don't do for you is wipe your chin when you leave.,"[('thing', None), ('waiters', None), ('chin', None)]"
This place is to be avoided.,[]
"Stick to dimsum, not super overpriced noodles.","[('stick', None), ('noodles', None)]"
The service is fine and they allow you to enjoy the view.,"[('service', None), ('view', None)]"
My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,"[('school students', None)]"
"We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude.",[]
"At 6:30, we were the third party there.","[('party', None)]"
delicious simple food in nice outdoor atmosphere.,"[('food', None), ('atmosphere', None)]"
I will definetly be going back.,[]
"No, really.",[]
"The food is good, but very expensive for the casualness of it.","[('casualness', None), ('food', None)]"
The only fallback on this restaurant is the prices.,"[('restaurant', None), ('prices', None), ('fallback', None)]"
I've been to Naples 45 for dinner twice.,[]
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,"[('soup', None)]"
i love the pics of andy warhol when he used to frequent the place (he painted the ballato's sign in the window).,"[('warhol', None), ('pics', None), ('place', None)]"
Try sushimi cucumber roll.,"[('sushimi cucumber roll', None)]"
I'm saving up for my next visit.,"[('visit', None)]"
The food is delicious.,"[('food', None)]"
Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.,"[('accompaniment', None), ('king', None), ('wines', None)]"
This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,"[('ambience', None), ('friend', None), ('guest', None), ('staff', None), ('time', None)]"
Amma is nothing special.,"[('amma', None)]"
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,"[('amount', None), ('shanghai', None), ('salt', None)]"
"believe us, we've been eating sushi for over 15 yrs.",[]
"Worth it for a special occasion, or any time!","[('occasion', None), ('time', None)]"
The atmosphere is much better than Sripraphai (more modern and sleek).,"[('sripraphai', None), ('atmosphere', None)]"
I recommend to anyone who wants to dress up and impress the lady.,"[('lady', None)]"
"The food is outstanding and the service is quick, friendly and very professional.","[('food', None), ('service', None)]"
"The bagels always warm, soft on the inside, crispy on the outside and enormous in size.","[('inside', None), ('bagels', None), ('outside', None), ('size', None)]"
"I had a late dinner at Lucky Stike, a great name for a joint if ever I saw one.","[('stike', None), ('dinner', None), ('joint', None), ('name', None)]"
"Been there, done that, and New York, it's not that big a deal.","[('deal', None), ('new york', None)]"
Definitely a once a year treat that I look forward to around the holidays!,[]
Service is fast and friendly.,"[('service', None)]"
from an English speaking staff.,[]
"Anyhow, we were able to sit as long as we wanted and chat, which was nice.",[]
And they have these home made potato chips at the bar that are the most delicious things in the world!,"[('things', None), ('world', None)]"
A defitely must visit.,"[('defitely', None)]"
My husband and I enjoyed each of the 6 taste size portions and left completely full.,[]
"I went here with a friend on a whim, we went someplace else first and couldn't get a table.","[('table', None)]"
"We all ate pasta entre'es, which were great.",[]
My friends and I showed up on a Sat.,[]
The steak was excellent and one of the best I have had (I tasted the butter intitally but in no way did it overwhelm the flavor of the meat).,"[('steak', None), ('way', None), ('flavor', None)]"
great experience overall.,"[('experience', None)]"
PERFECT FOR DATES!,"[('dates', None)]"
The food was boring and expensive.,"[('food', None)]"
"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.","[('ambience', None), ('lunch', None)]"
Terrific menu full of unique rolls and special dishes.,"[('menu', None), ('dishes', None), ('rolls', None)]"
The service is ok but could be better.,"[('service', None)]"
"We love the food, drinks, and atmosphere!",[]
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.,[]
(I've ordered from the 2nd ave.,"[('ave.', None)]"
"Nothing against a good sales call, but the tactics at Amma are just too obvious.","[('amma', None), ('sales call', None), ('tactics', None)]"
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",[]
"Took my mom for Mother's Day, and the maitre d' was pretty rude.","[(""maitre d'"", None)]"
My husband and I have been there a couple of times and each time we sat at the sushi bar (chef Yoshi) and ordered everything ala carte.,"[('husband', None)]"
"The vibe is very relaxed and cozy, service was great and the food was excellent!","[('vibe', None), ('food', None), ('service', None)]"
"If the weather is nice, try to snag an outside table.","[('outside table', None), ('weather', None)]"
"If you are looking for a good quality, cheap eats - this is the place.","[('quality', None), ('eats', None)]"
"However, for what we spent, overall, it just was not up to par.",[]
The service was friendly and the atmosphere was casual.,"[('atmosphere', None), ('service', None)]"
A friend from Seattle and I went on a Thursday night around 8:30.,[]
When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else.,"[('bagels', None)]"
"I recommend their Pad See Ew, Pork Chops or Tofu plates.","[('pad', None)]"
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,"[('quantity', None), ('taste', None)]"
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.","[('drinks', None), ('bartender', None), ('tuesday', None), ('steak', None), ('midtown', None), ('food', None), ('place', None), ('portobello mushrooms', None)]"
The service was excellent - friendly and attentive.,"[('service', None)]"
"The main course had an average portion, and was decent overall.","[('portion', None), ('course', None)]"
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,"[('surroundings', None), ('cocktails', None)]"
"Just remember, the later you go, the longer you may have to wait.",[]
"Waitstaff is great, very attentive.","[('waitstaff', None)]"
I live in the neightborhood and am a regular.,[]
The dinner menu is diverse and top-notch as well.,"[('dinner menu', None)]"
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,[]
"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back.","[('bit', None), ('side', None)]"
I definitely will go back.,[]
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.","[('food', None), ('equation', None)]"
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.","[('vegetarians', None), ('taj', None)]"
Finally!,[]
"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?","[('wait', None), ('rush', None)]"
"Having hunted around for a quiet, romantic, yet not hideously expensive restaurant I stumbled across reviews for La Lanterna and gave it a shot.",[]
I've never been disappointed.,[]
I won't go back unless someone else is footing the bill.,[]
"We live in New Jersey and whenever we go into New York City we buy bagels to eat hot and then to freeze (they told me that if I call in the order, they'd bring it out to the car so I wouldn't have to look for parking).","[('parking', None), ('car', None)]"
"From the street it looks very hidden, and is actually an old warehouse.",[]
Jimmy's is hands down the hottest night spot in the Bronx.,[]
And I would have to agree with the masses in terms of service - delivery is their Achilles' heel.,"[('masses', None), ('terms', None)]"
My boyfriend and I have been to The Minnow four times now and we have consistently been impressed.,"[('minnow', None), ('boyfriend', None)]"
"The $300 bill was a bit steep, but the experience was great.","[('experience', None), ('bill', None)]"
"I wouldn't mind going back some time, but not before trying others nearby.",[]
"Nice ambiance, nice little bar, good bartender, Francois, and good service.","[('bartender', None), ('service', None), ('ambiance', None)]"
I found this restaurant to be one that truly values its patrons.,[]
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.","[('duck noodles', None), ('sauce', None)]"
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,"[('martinis', None), ('blackboard', None)]"
"For some reason the place was empty when we got in and remained so for the entire evening, I don't understand why but we had a blast and will definately go back the next time we are in the area.","[('reason', None), ('place', None)]"
Simple comfort food and what hot and lage portions.,"[('lage portions', None), ('food', None)]"
But I just would like to say I read the reviews people left and thats why I checked it out.,[]
"Stay away from the two specialty rolls on the menu, though- too much avocado and rice will fill you up right quick.","[('avocado', None), ('rice', None), ('specialty rolls', None)]"
"I've eaten at Pizza Gruppo a few times, but more often I order delivery.","[('times', None)]"
We didn't get drink refills and she didn't even offer us the option of dessert.,"[('drink refills', None), ('option', None)]"
Beautiful experience.,"[('experience', None)]"
The bagels are also reasonably priced for NYC.,[]
"If you can handle that, it's a great place for a business dinner, fun with friends or simply a table for 2.",[]
Decor leaves something to be desired.,[]
Jimmy is Dominican!,[]
"Also, specify if you like your food spicy- its rather bland if you don't.","[('food', None)]"
"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food.","[('waiter', None)]"
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),"[('toppings', None)]"
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time","[('meal', None)]"
"in an effort to increase turnover, the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse.","[('espresso cup', None), ('desserts', None), ('turnover', None)]"
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",[]
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.","[('actresses', None), ('oldies film stars', None), ('fan', None), ('white', None), ('actors', None)]"
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.","[('appitizers', None), ('course', None), ('food', None), ('desserts', None)]"
The neighborhood was nice though so check out another restaurant instead.,"[('neighborhood', None), ('restaurant', None)]"
My fish was delicious in an incredible curry sauce.,"[('curry sauce', None), ('fish', None)]"
If you are in search of the most authentic NYC deli experience look no further than the famous and historic Katz's Deli down on the Lower East Side.,"[('katz', None), ('search', None), ('nyc deli experience', None)]"
"Even upon delivery, their juicy pork buns are quite good . .","[('pork buns', None)]"
This is also where I was from.,[]
Everything is for sale in here including the sculptured iron statue on the table.,[]
"Average to good Thai food, but terrible delivery.","[('food', None)]"
The space is nice but when we order our drink we were in for a surprise.,"[('space', None)]"
The entire place and the treatment we received felt as a conveyor belt.,"[('treatment', None), ('place', None)]"
Joe's Pizza used to have the best slice until this pizzeria opened up.,"[('slice', None), ('pizza', None)]"
I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.,[]
I have never had anything like it!,[]
"Yeah the crowd can take it a bit seriously, but it shouldn't.","[('crowd', None)]"
And they provided a delicious dessert on the house!,"[('dessert', None)]"
"They are still living in the dark ages and do not have an answering machine, so if you want to make a reservation you are limited.","[('ages', None), ('reservation', None), ('machine', None)]"
"The food is amazing, rich pastas and fresh doughy pizza.","[('food', None)]"
"Food was very good, but not what I would consider out of this world.","[('food', None), ('world', None)]"
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.,[]
"I am Indian, and I have tried many Indian places in NY.","[('ny', None), ('places', None)]"
"Try the Pad Thai, it's fabulous and their prices are so cheap!","[('prices', None), ('pad thai', None)]"
"On a recent Saturday night, I was with a group of 5 at the Bread Bar.",[]
Food is great and inexpensive.,"[('food', None)]"
The price very reasonable.,"[('price', None)]"
"Dessert - can't be missed, so save room!!!",[]
"It can be a little confusing as to where one goes to order, but once the food is ordered, you are in for a treat.",[]
"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road","[('card', None), ('gift bag', None), ('road', None), ('marketing materials', None), ('sense', None), ('show', None), ('lollipop', None), ('alain', None)]"
Ingredients are organic which is a real plus for me.,"[('ingredients', None)]"
It was so bad I actually refused to pay for my food.,"[('food', None)]"
I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.,"[('cuisine', None), ('prices', None)]"
"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!","[('restaurant', None), ('nyc', None)]"
"The staff was very attentive, the ambience lovely, and the food superb.","[('ambience', None), ('staff', None), ('food', None)]"
"I love when restaurants think using fancy expensive ingrediants makes the food fine cuisine, even with no idea how to use them.","[('cuisine', None), ('food', None), ('idea', None), ('ingrediants', None)]"
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,"[('service', None)]"
THE FRANKENSTEIN SHOW WAS THE BEST.,[]
"The waiters are sweet, the food is tasty and the bill is never too large.","[('food', None), ('waiters', None), ('bill', None)]"
"As a fan of Thai, I have tried quite a few different restaurants in NYC and this one was definitely the worst.","[('one', None)]"
"The service was superb, they treat you like family.","[('service', None)]"
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.","[('reviews', None), ('food', None)]"
"It only took about five or so minutes to get an empty table, but standing up wasn't too bad.","[('table', None)]"
"The menu may be small, but everything on it is delicious.","[('menu', None)]"
Too bad Latin Quarters closed.,"[('quarters', None)]"
They had scrapped the bottom of the vessel in which they make the rice -RESULT - WE HAD LARGE CHUNKS OF BURNT RICE IN OUR SERVING BOWL.,"[('chunks', None)]"
It was divine melts in your mouth.,"[('mouth', None)]"
Stumbled upon this gem of a pizza place and I will be going back frequently.,[]
I live a block away and go to Patsy's frequently.,[]
"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced.",[]
"When I visited my friend who lives in the Upper Eastside, she recommended that we go to this restaurant.",[]
"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms).","[('glass', None), ('brickwork', None), ('appointments', None), ('surroundings', None)]"
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,"[('table', None)]"
Kudos Haru,[]
We arrived on time for our reservation and seated promptly.The,[]
I plan on eating here more often.,[]
"I would definitely go back for a very special occasion, but not for regular fine dining.","[('occasion', None)]"
"The well mannered, pleasant staff that Tony has in his employ.","[('staff', None)]"
The flavors robust and subtle.,"[('flavors', None)]"
I came here for my friend's birthday and keep coming back ever since.,[]
"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best.","[('city', None)]"
"I would never wait for a table to eat, it just is not THAT great.","[('table', None)]"
"We concluded with tiramisu chocolate cake, both were delicious.",[]
The counter service is bad.,"[('counter service', None)]"
I had a grat time at Jekyll and Hyde!,"[('jekyll', None), ('time', None), ('hyde', None)]"
"Service here was great, food was fantastic.","[('food', None)]"
"its a little out of the way if you don't live in the neighborhood, but definitely worth the trip from wherever you are.","[('neighborhood', None), ('way', None), ('trip', None)]"
"This is such a lovely, peaceful place to eat outside.","[('place', None)]"
and we were thouroughly disapointed.,[]
This is the Jackel and Hideof the restaurants on the UES.,[]
The sauce is delicious and the crust is perfect.,"[('crust', None), ('sauce', None)]"
"This is a great place to take out-of-towners, and perfect for watching the sunset.","[('towners', None), ('place', None)]"
Since my first dinner I have had the chance to have brunch at Orsay 3x.,"[('brunch', None), ('orsay 3x', None), ('dinner', None)]"
"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY.","[('ny', None), ('lot', None), ('fusion places', None), ('food', None), ('decore', None)]"
They have some great entrees here as well.,"[('entrees', None)]"
"Our teenage kids love it, too.","[('kids', None)]"
The service is not consistently excellent -- just decent.,"[('service', None)]"
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.","[('food', None), ('portions', None)]"
You guys are awesome!,"[('guys', None)]"
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!","[('palates', None)]"
I loved this place!!,[]
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,"[('presentation', None)]"
I care more about the food and ambience.,[]
"Oh, but wait, we were out of drinks (which were also delightfully overpriced).",[]
Avoid at all costs.,"[('costs', None)]"
I would highly recommend this place to everyone for any occasion!,"[('occasion', None), ('place', None)]"
The service is fantastic.,"[('service', None)]"
I recommend that you try this hidden spot which will surely blowup very soon,"[('spot', None)]"
The garlic mashed potatoes are hands down the best in the city!,[]
Food and service was okay.,"[('food', None), ('service', None)]"
"great for a romantic evening, or a fun evening with friends...","[('friends', None)]"
The lamb meat was under-cooked and EXTRMELY CHEWY.,[]
The best pad thai i've ever had.,"[('pad thai', None)]"
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.","[('food quality', None), ('reason', None), ('service', None)]"
Great pizza and fantastic service.,"[('service', None), ('pizza', None)]"
We were seated outside and the waiter spilled red wine and hot tea on myself and my date.,"[('wine', None), ('tea', None)]"
i would just ask for no oil next time.,"[('oil', None)]"
"While this is a pretty place in that overly cute French way, the food was insultingly horrible.","[('way', None), ('food', None), ('place', None)]"
I went there for lunch and it was not as good as I expected from the reviews I read.,[]
I really didn't know what to expect for a restaurant that literally overlooks the main hall of Grand Central.,"[('hall', None), ('restaurant', None), ('central', None)]"
None of that yucky whipped stuff.,"[('stuff', None)]"
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.","[('wine list', None)]"
I ordered a Lassi and asked 4 times for it but never got it.,[]
Their coffee is quite good too!,"[('coffee', None)]"
I would not recommend this place to anyone.,"[('place', None)]"
"great wine list (italian), good food, service was INITIALLY fine.","[('food', None), ('service', None), ('wine list', None)]"
"Despite the fact that the space is large, they've overcrowded the floor with tables.","[('floor', None), ('space', None), ('tables', None)]"
"i know, you were too busy showing off your vintage tee shirt and looking bored, but my agenda is i'm here to eat and enjoy the company of friends, seeking a pleasant experience.","[('experience', None), ('company', None)]"
"As far as the service goes, the waitresses were not particularly friendly, but they got the job done.","[('waitresses', None)]"
"They are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place, but also become hostile!","[('run', None)]"
I had to ask her three times before she finally came back with the dish Ive requested.,[]
"Normally that would be improper, however they were all delicious and my host did not complain.","[('host', None)]"
Taxan delicious!,"[('taxan', None)]"
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.","[('rating', None)]"
"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price).","[('portion', None), ('nyc', None), ('decker', None), ('places', None)]"
"Southern Indian cuisine is still there, too.","[('cuisine', None)]"
"Restaurant snobs need not bother, this is a small, neighborhood kind of place.",[]
Have been dozens of times and never failed to enjoy the experience.,"[('experience', None)]"
They couldn't even make a salad that was appealing.,"[('salad', None)]"
For two people with tip was less than $25 bucks.,[]
Killer Sushi!,[]
Of course the reason its so packed is because the food is so delicious!,"[('food', None), ('reason', None)]"
"Staffs are not that friendly, but the taste covers all.","[('staffs', None)]"
The jukebox plays everything from Italian Opera to The Strokes.,"[('opera', None)]"
And I've been to many NYC delis.,"[('nyc delis', None)]"
This place is always packed.,[]
Much of the time it seems like they do not care about you.,"[('time', None)]"
Plus they made a perfect martini.,"[('martini', None)]"
I am not sure if I would call the food here Indian as it is a fusion of what seems to be French with an Indian or exotic touch.,"[('fusion', None), ('touch', None), ('food', None)]"
"I've eaten thai many times, and am very familiar with the cuisine.","[('times', None), ('cuisine', None)]"
The waiter was attentive.,"[('waiter', None)]"
Their Margarita is best I've had since I've returned from Naples!,[]
I highly recommend the restaurant based on our experience last night.,[]
The tastes makes your mouth water for more.,[]
I came into the city to try out this restaurant because a friend had recommended it to my husband.,"[('city', None), ('restaurant', None)]"
"Their sake list was extensive, but we were looking for Purple Haze, which wasn't listed but made for us upon request!","[('sake list', None)]"
"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.","[('menu', None), ('restaurant', None), ('wine list', None)]"
"All in all a wonderful experience, can't wait to come back.",[]
The food was actually aweful.,"[('food', None)]"
"after dining at B.O.G over twenty times now, its official !","[('dining', None)]"
They are served with a free appetizer and the portions are perfect for lunch.,"[('lunch', None), ('appetizer', None), ('portions', None)]"
There is actually space to breathe and the decor sets the tone for an intimate dinner.,"[('dinner', None)]"
We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,"[('service', None)]"
"My husband and I both ordered the Steak, medium.",[]
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.","[('rice', None), ('sushi', None)]"
This place has realy fresh sushi and a nice large menu of Japanese classic cuisine.,"[('sushi', None), ('cuisine', None), ('menu', None)]"
The sushi is average and the prices are anything but.,"[('sushi', None)]"
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.","[('mein', None), ('wife', None), ('spinach', None), ('attractions', None)]"
Owner must have coem on this website to give himself credit.,"[('credit', None), ('owner', None), ('coem', None)]"
Turned out there was full service upstairs and sat down.,"[('service', None)]"
I would go back.,[]
Definitely will be back!,[]
Several of the dim sum orders had about 6-8 pieces.,"[('sum orders', None)]"
I'm not sure why these other reviewers are whining so much.,"[('reviewers', None)]"
they live up to the thai way of living.,"[('way', None), ('living', None)]"
If you have a dumpling fetish i suggest you try some here!,[]
"Three page wine menu, one page entree and horedevous.",[]
"The food is consistently wonderful - I've been coming here for years, and the owner has always been accomodating and friendly.","[('owner', None), ('food', None)]"
The waiters and owners were nonchalant about this and promised to call the exterminator but weren't as dismayed or apologetic as I would have expected.,"[('owners', None), ('exterminator', None), ('waiters', None)]"
"I live nearby and when they first opened, I ate there a lot.",[]
And the food was fantastic.,"[('food', None)]"
This is the kind of place you'd like to take all your friends to and still keep a secret.,"[('friends', None), ('secret', None)]"
"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot).","[('tart', None), ('tapioca pearls', None), ('tea', None), ('milk', None), ('place', None)]"
"Aside from the Sea Urchin, the chef recommended an assortment of fish including Fatty Yellow Tail, Boton Shrimp, Blue Fin Torro (Fatty Tuna), Sea Eel, etc.","[('blue fin torro', None), ('sea urchin', None), ('tail', None), ('sea eel', None), ('boton shrimp', None), ('chef', None), ('tuna', None), ('fish', None)]"
"They're also friendlier here, especially the owner, Kenny.",[]
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.","[('room', None)]"
I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,"[('dream', None), ('waterbugs', None)]"
