text,labs,lab_sim
would pay more for it if i had too!,[],0.2841659
came fully loaded - good.,[],0.28395072
"when i turned it on, nothing.",[],0.2839501
1st time they got it working the next 5 month they had me send it in.,[],0.283619
there's literally no way to make it sing with vista.,[],0.28331235
it is a bit heavy.,[],0.28328902
however i dealt with this problem for over a year and it was more of a hastle then i have ever had with anything.,[],0.28328156
"i wanted to purchase the extended warranty and they refused, because they knew it was trouble.",[],0.2829668
i challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,[],0.2828252
"so, i took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",[],0.28241232
"my kids have to take their pcs in once a year to have them ""de-bugged"".",[],0.28219375
i always use a backup hard disk to store important files at all times.,[],0.28179815
"i have no idea how to burn cd's or to use the web cam, just for starters.",[],0.28175047
"it makes sorting out all those photos on my digital camera a breeze, and organizing them by place, time taken, or sending them to an online print shop, or uploading them to flickr or facebook etc, is not hard at all.",[],0.28166533
the materials that came with the computer did not include the right # anywhere.,[],0.2812863
"it was still working, but there was nothing on the screen.",[],0.28110644
all you have to do is turn it on and it works.,[],0.2809869
"i have a lapdesk which i can use, but i can still feel the heat through the foam and plastic.",[],0.28061476
this thing sucks!,[],0.28039393
that system is fixed.,[],0.28009573
"after numerous attempts of trying (including setting the clock in bios setup directly), i gave up(i am a techie).",[],0.27995598
purchased as a gift for a friend.,[],0.27986217
not using wired lan not sure what thats about.,[],0.27984545
"(i'm an excellent touch typist, and my hands are very sensitive, too.",[],0.2796334
i am able to play 720p and 1080p media files just fine with it.,[],0.27947626
but there's this application called boot camp which allows you to add another os x like windows.,[],0.27947342
its not bad just very very annoying.,[],0.2794492
"apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.",[],0.27938536
i wasn't really sure i wanted to spend that kind of money!,[],0.27886876
"i hate to say this, but if i could take this back to the shop and get my money back, then i would.",[],0.27886733
"many thanks, overstock.com.",[],0.27885118
"although my model was listed as recalled, hp denied my claim.",[],0.27831987
there is a blank lighted screen when i start and that is all.,[],0.27818424
i looked at the computer and it said updating but the asked for a product key.,[],0.27810234
that includes transferring my music and movies.,[],0.27805257
"it lasted for many years of travel, kids and abuse and if i fired it up today, it would work.",[],0.27780253
i was taught to use photoshop and was amazed.,[],0.27724525
i called their repair depot as was told they would send me a new box to return the computer to the repair depot.,[],0.27645662
just don't waste your time and money on this.,[],0.2757944
no i am generous calling it slow.,[],0.27557933
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,[],0.27540025
everything was up and running within 15 minutes of unboxing.,[],0.27512488
tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,[],0.27489248
"i also purchased office max's ""max assurance"" with the ""no lemon"" clause.",[],0.27426302
the last time we took it to get fixed the guy said that most likely it is a reppative problem and will keep happeneing so hopefully we can get a new one very soon!,[],0.27394852
it's solid.,[],0.2738119
this process continued to repeat itself until the mother board had been replaced 4 times and the hard drive replaced 3 times.,[],0.27372763
i will be patient for few months.,[],0.27371758
"it was kind of a rebellion against pc in fact, and i am certainly glad i did.",[],0.27305827
i sent it back and they lost it.,[],0.27284178
pdf files can be viewed instantly.,[],0.2727941
many kinds of software that is necessary to the working person is not available and cannot be downloaded.,[],0.2725078
because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,[],0.27196684
i liked the aluminum body.,[],0.27179772
another included program that is laughable is the chess game.,[],0.27158332
buyer beware.,[],0.2713235
"i got it back and my built-in webcam and built-in mic were shorting out anytime i touched the lid, (mind you this was my means of communication with my fiance who was deployed) but i suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",[],0.27116707
great investment!,[],0.27074808
"i use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",[],0.27067953
"otherwise, i love it!",[],0.27040648
also i typed faster then then letters would show and it got to be realy annoying.,[],0.27039227
it started out getting hot after only a few months.,[],0.27012953
"i'm still within the one year warranty but the repair ""depot"" has deemed that this time it was caused by physical abuse and is not covered.",[],0.26998496
you will need them if you want to reload the os (i recommend doing if you can to start fresh and optimal).,[],0.26993686
"actually, i had noticed the one on the sales floor also didn't have sound!",[],0.26957646
"when i am next to my router on my hp i get full service, on my eee pc i get 3 bars.",[],0.26957566
not easy to carry.,[],0.2685876
i had to call hp and ask for a recovery disk because the computer does not come with one and completely redo it all.,[],0.26856425
"it's also very energy efficient, running on a quarter of the power it takes to run a 60 watt lightbulb.",[],0.2684804
definitely recommended!!!,[],0.2682261
i think this will happen to any new version of computer/phone released and i need to wait for the next set of updates to have all of this fixed.,[],0.26818672
a seventy dollar mouse!,[],0.26815957
my son said it popped up and he clicked update.,[],0.26802522
back then my entire family was devoted to the sony name.,[],0.2680217
"called tech support and got the usual acer ""we don't support software but for $$$ we can help you"" i explained there was no software involved in booting.",[],0.26799092
i'm going to try and keep my old g4 on the road for as long as possible.,[],0.26733404
"it took me a while top get away from the land of pcs, but now that i have, i can't see myself going back to it.",[],0.26713526
the machine has a bluray player the book has no mention of it or how to connect it to your hdtv.,[],0.26706296
i started hainv problems with it within the first month.,[],0.26694974
the notebook is lacking a hdmi port and a s-video port that would enable one to hook it to a tv.,[],0.26668018
it was a waste of money from day one!,[],0.26584473
they say sorry out of warranty.,[],0.26569822
comes with imovie;,[],0.26513183
i should have checked this before i installed my applications.,[],0.2643691
i love it and the change in lifestyle that came with it.,[],0.26416537
"in desparation, i called their customer service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",[],0.26402438
later it held zero charge and its replacement worked for less than three months.,[],0.26362348
later it held zero charge and its replacement worked for less than three months.,[],0.26362348
going to bring it to service today.,[],0.26328635
"info: windows failed to load because the kernal is missing, or corrupt.",[],0.26324594
so this was great for me.,[],0.26294088
not worth it one bit.,[],0.26282832
"they told me to reprogram the computer, and i didn't need to do that, and i lost pictures of my oldests first 2 years of her life.",[],0.26268578
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",[],0.26262924
it is amazing.,[],0.26224557
"i realize that not every unit has this issue, but the ones that do cannot be repaired.",[],0.2616035
"now, i guess, i'll have to unload my m6809 on some poor, hapless soul.",[],0.26127988
i 'have had it for about a 1 1/2 and yes i have had an issue with it one month out of warranty.,[],0.2612482
the two of us use it regularly.,[],0.2610437
originally bought it for my wife.,[],0.26096964
registration/1st use is easy.,[],0.2608771
the company sent me a whole new cord overnight and apologized.,[],0.2608642
i've only had mine a day but i'm already used to it...,[],0.26076585
i have the a65 - right now it's a paperweight.,[],0.2607641
buyers beware.,[],0.26023895
"also, hdd secures inside using rails, and there is only one set on the main hard drive.",[],0.2595683
"whenever tried to turn it on, it would restart as soon as the bios launched windows (or winblows, as i like ot call it).",[],0.25956348
i have used a couple of others on the job as well.,[],0.2586528
i'm returning mine,[],0.25850165
connecting to my wireless router via built-in wireless took no time at all.,[],0.25828382
"i had of course bought a 3 year warranty, so i sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",[],0.25792384
highly recommended!,[],0.25735456
"i got the first ""blue screen of death"" in the early part of july.",[],0.25698575
"it started out by randomly ceasing to charge when it was plugged in (mousing over the battery icon would read, for example, ""74%, plugged in, not charging""), requiring me to unplug it and plug it back in several times to get it to charge.",[],0.25674993
asked the customer service rep.,[],0.25648746
when this happened i would have to completely power off my computer and restart it.,[],0.25615308
windows also shuts the computer down for no reason without warning.,[],0.25587046
breaking within 1 year of purchase and speaking to 4+ people to report the damaged part will be returned late!,[],0.25577393
that's the downside for me.,[],0.25467855
"i was very worried about making the two compatible- but literally, it was so simple i was almost worried that i was doing something wrong.",[],0.2543463
don't waste your money!,[],0.2540726
they are asking me to ship the unit back to fix it at their site.,[],0.25373438
satisfy what i paid for it.,[],0.25358975
i have a business website and every time i have to change something i have to go to the public library to use a pc.,[],0.25327423
"as it turns out, i just didn't know any better.",[],0.2527317
99 to fix it.,[],0.25211397
you may just lose 1 customer for now.,[],0.25192732
everything was so easy.,[],0.2518274
"the only thing that i have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",[],0.25165853
"i believe this is because i was more active than the average user, meaning i average about three ""tabs"".",[],0.2509998
don't waste your money or time.,[],0.25090086
note that i don't ordinarily take the time to write a review.,[],0.25045618
my only problem is i can not reg. the product key.,[],0.2504202
maybe three or four months ago it started blinking all of the sudden.,[],0.25039256
"it is not even a year old yet, so i would definitely not recommend it to anyone.",[],0.24993894
it is so much fun to play with.,[],0.24973264
first it burned or fused the power adapter plug.,[],0.24968928
i have had no luck with staples or hp to resolve this problem.,[],0.24940021
"during that time, i had to send it back 3 times.",[],0.24925411
"the mouse on the pad, the left button always sticks.",[],0.24914788
theres a built in camera with special effects- for video and photography.,[],0.24887577
i like to use it at the race track to handiecap the horse races.,[],0.24825521
now that i have it i see that i really needed this for much more.,[],0.24752866
this comes in very handy for me as an educator.,[],0.24735211
"when i got it, i immediately noticed that it was quite heavy and thick and not really attractive.",[],0.24708652
other thoughts: do not purchase this product.,[],0.2461017
"he didn't work for sony, he was just approved to fix their crappy products.",[],0.2459658
there is no way i will buy a lg product in the future.,[],0.24586202
"however, i may have inadvertently thrown out one of the batteries with the shipping carton.",[],0.24579448
"my power supply cord developed exposed wires within the first year of ownership, so it was covered by the applecare warranty plan.",[],0.24578388
they sent me a replacement part and without informing me are requiring that i return it within 15 days or contact them and let them know the broken part will be returned later.,[],0.24557889
"files as well would become lost, deleted or corrupted.",[],0.24553205
sometimes you really have to tap the pad to get it to worki,[],0.24514246
"thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what i mean.",[],0.24466276
just for a stupid cd.,[],0.24456063
"theres also idvd, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",[],0.24344811
love it love it love it!,[],0.2434476
"looking online, many people are having the same problem.",[],0.24312313
i think i might rather suffer for something that is simple to fix in my opinion.,[],0.24304579
you just get a trial version either way.,[],0.24275628
"however, they were kind enough to send a replacement free of charge.",[],0.24238148
"then, one month after the warranty expired, the replacement charger went.",[],0.24165232
you have to toss out the wifi card and replace it just to have any sort of network capability.,[],0.24141839
"if so, you may be having similar problems.",[],0.2412683
do not buy you will be disappointed.,[],0.24102859
the next time i had an issue my lightscribe wouldn't work.,[],0.24094327
i have to keep turning it until it decides to lower and there is no mute.,[],0.24088165
the shop will definitely push the problem to the service center.,[],0.24056497
"although i was promised about 10 hours, i found myself to a limited 7 hours (which is still amazing).",[],0.2404136
"so in late march, early april 2009 i was without it again for a couple weeks while i had online courses i had to complete and my fiance was in afghanistan and web conferencing was the best communication method we had.",[],0.24027762
so think about factoring those things in when you purchase.,[],0.24008378
it was a bad experience but i played down its importance.,[],0.23945744
"either way the entire thing was just a joke, a complete rip off!",[],0.23896389
i took it to the shop and they said it would cost too much to repair it.,[],0.23892127
i can't say enough good for it!,[],0.23778373
there is nothing better.,[],0.23723128
you just lose a customer.,[],0.23605555
love it so far.,[],0.23594822
"it takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",[],0.23588769
it's the inside that is truly wonderful.,[],0.23578872
"it is known as safari, and if you are doing any website work, you should know that many hosting companies do not support it.",[],0.23578346
everything is falling apart internally and externally.,[],0.23514943
"when the buyer returned it wal mart just boxed it, taped it shut resold it as new.",[],0.23507445
not to mention sometimes the whole charger unit will decide not to work entirely.,[],0.23420887
i love everything about it.,[],0.23411213
it makes doing schoolwork at night so much easier.,[],0.23393926
then it ceased charging at all.,[],0.23390573
"the leather carrying case, keyboard and mouse arrived in two days from memphis warehouse.",[],0.2337572
"and i'm still paying the bloody financing, for a product which didn't last me at least three years !",[],0.23367235
after that i turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,[],0.23335563
the first full charge of this battery got me only about 2 full hours.,[],0.23320572
"easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",[],0.23304841
"i really don't like it, but i am stuck.",[],0.23296027
"honestly, this is absolutely wonderful.",[],0.23275197
i can not even read what i am writing half of the time.,[],0.23250678
"yes, i thought the expese was a little much, but i now realize you get what you pay for.",[],0.2324198
"exactly that, users.",[],0.23233058
couldn't keep a page up you were working on!,[],0.2322964
it took so much time.,[],0.23218359
and having to deal with the company has been a even worse nightmare.,[],0.23184864
"it super shiny, so you can see the fingerprints easily.",[],0.23133452
buy this.,[],0.23081711
the wheel that turns the volume up and down doesn't work in real time.,[],0.228826
let me start with the good:so awesome.,[],0.2277763
"apparently there is a manufacturing defect, something with the amount of thermal paste.",[],0.2277087
"so far, so good.",[],0.22767311
for 2 months.,[],0.22748652
they didn't even try to assist me or even offer a replacement.,[],0.22691998
"i'm glad it waited, this one is great.",[],0.226743
return it.,[],0.22673602
i am just amazed.,[],0.22640263
i am now making a point to avoid their products and i hope my experience can serve as a warning to you as well.,[],0.225954
"i am constantly trying to uninstall programs, clean cookies, and delete unused files.",[],0.22505465
then after paying for it to be examined i was told it was same problem cited on website but i'd have to pay anyways since it was past warrenty.,[],0.22299704
"because we did not purchase the extended warranty in time, we are on the hook for the repair.",[],0.22262582
i just took the broken cords into the apple store and they gave me new ones.,[],0.22224304
all was well.,[],0.22189884
"unfortunately, that is not the case.",[],0.2217855
i bought for my son in the 2nd grade.,[],0.22177997
(3dmark6 score is only 8500).,[],0.22100514
about 1/2 of the sites i need to visit because of my work contain some type of flash.,[],0.22052063
it came alot faster than i thought it would have which was really exciting.,[],0.2196277
one of them seems to have worked.,[],0.21942246
it has happened again and i'm being told that it's $175.,[],0.21933503
i remind myself from time to time to take off my watch when ever i look at the small scratch that it has caused.,[],0.21803401
it wasn't worth it.,[],0.21788076
the only time i have restarted is during system updates.,[],0.2175544
love it.,[],0.21750659
so this review might be a tad bit bias.,[],0.21728341
"i spoke with a service rep at micro center and his girlfriend is having the same problem with her power adapter, so it's not just an isolated incident!!!",[],0.21717696
"it is easy to find documents, and keep them in one area.",[],0.21709567
bought with a credit card.,[],0.21624115
and that was the fourth time ive sent it to them to get fixed.,[],0.21601999
"unless you don't care how long it takes to get going, find something else.",[],0.21599604
it's the most wonderful thing in the entire world.,[],0.21510659
my first problem was with the pre-loaded norton firewall/security program.,[],0.21459664
"i ordered through macmall, which saved me the sales tax i would have incurred buying locally.",[],0.21442789
page just disapeared after you got yahoo or downloaded something.,[],0.21377738
"even doing so, the hinge may just be slightly tightened only.",[],0.21369237
they freeze all the time.,[],0.21310578
"it is, however, very heavy.",[],0.21307233
i grew up in a design family so it only made sense.,[],0.2125653
finally was able to reach a young lady in california and ordered the machine and was subsequently given a delivery date.,[],0.21255383
great overall.,[],0.21249682
the letter a stopped working after the first week.,[],0.21233344
now he mows yards so he can earn the money for the wireless internet.,[],0.21104778
i didn't like one thing about it.,[],0.21067075
very disappointing:,[],0.21028717
"oh yea, has no numeric pad on the side.",[],0.21015039
hp said i had done the damage.,[],0.20919651
"i think the manual is somewhere on the hard drive, but i rather have a hard copy.",[],0.20917822
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",[],0.20897047
i'm very impressed.,[],0.20825641
"so honestly, i wasn't expecting anything less than perfection, and i wasn't disappointed.",[],0.20801589
taking it anywhere was a pain!,[],0.20768863
i can see why the have soooo much money.,[],0.2073797
i guess he was the technical person.,[],0.20533597
do your research on this issue.,[],0.2051169
"heck, if i had enough ' money, i would but it as a gift for someone.",[],0.20464295
"there is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",[],0.20455061
i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,[],0.20425679
had some trouble finding a case that it would fit in.,[],0.20316257
on two occasions the computer s calendar told me it was 1969.,[],0.20309716
"but if you can't make your product last more than a year, you will not get my business again.",[],0.20308639
"yes, i have it on the highest available setting.",[],0.20306617
"for the bluetooth to work properly, you must install the launch manager on the drivers/applications dvd, or it will not show after the reload.",[],0.20256795
i tried turning it done but it did nothing.,[],0.2016733
this thing is a lemon.,[],0.20166467
i can't imagine my life without it anymore!,[],0.20150019
"such as pages, numbers, and so on.",[],0.20143194
never been hacked.,[],0.20084627
"there are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",[],0.20063965
"it was just one problem after another for me, and that's reason we had forked out so much money was so we wouldn't have anything to worry about.",[],0.20020887
the benefits were immediate!,[],0.19902706
thank you.,[],0.19848083
i could save ten essay papers and have hardly any memory left.,[],0.19841816
"my wireless provider confirmed my home internet is fine, and any connections i turn on should work.",[],0.19818923
as a graphic arts a retired instructor i still love to play with the graphic with photos and clip art .....,[],0.1980448
i should have sent it back to them then.,[],0.19788408
tried to make a recovey disk wouldnt get passed the first recovery disk.,[],0.19735917
"he came into my house, fiddled around on the computer for a good forty minutes and got ready to leave before it was even done doing what he was doing to it.",[],0.19677329
you know what? i happened to buy a defective blood pressure monitor a week ago at the bukit batok polyclinic nhg pharmacy a week ago.,[],0.19670916
it would be a load on long trips where a lot of walking is required.,[],0.19637996
unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,[],0.19632745
what a waste.,[],0.19610898
"they respond: ""your dissatisfaction is noted""...",[],0.19602692
i complain again...,[],0.19561256
"if you buy, pray you dont have major prolems.",[],0.19473802
a couple things you should know:,[],0.19463572
second hdd cover has walls inside that need to be broken if you what to install one.,[],0.19455215
i love it so much.,[],0.19451489
i have never had an experience like this.,[],0.1942965
it allows you to automatically upload photos to your facebook account with one click.,[],0.19397803
this causes my wrist to scrape up against it.,[],0.19357447
another problem.,[],0.1934573
"it want take it, it keep saying error.",[],0.19293073
another two weeks later and it was back in my possession.,[],0.19254072
completely worth every single penny dime and nickel.,[],0.19242932
"c'mon, lg.",[],0.19229937
enough said.,[],0.19221076
enough said.,[],0.19221076
i've tried going back to xl but there still problems.,[],0.19206081
he said quite a number of people had encountered this problem and said it is a common issue.,[],0.19138275
no big deal.,[],0.19135627
"so far, so good!",[],0.19132535
"the port is secured to motherboard so when this happens you can't see the plug at all, it's just gone.",[],0.18975605
"they're absolutely useless, unless you count the joy of releasing anger while smashing into little peices against the wall.",[],0.18939489
"can't close the 2nd hdd bay since there are brackets you have to break off (even then, it still doesn't shut) that could be a major flaw for the dual hdd user.",[],0.18906893
probably won't work either.,[],0.18897332
every single one we've gotten we've had problems with.,[],0.18890838
what can i say.,[],0.18872271
this one has had the same effect.,[],0.18808648
compresses itself and you can't use it.,[],0.18740278
"the only thing that can be updated is the video, other than that you're all set.",[],0.18692224
it doesn't bother me though.,[],0.18651642
"it might be something deep within windows, for i was unable to create a disk image on my hard drive.",[],0.18574612
"i ve had several calls lasting more than an hour with promises to call back, but the return calls never came.",[],0.18551485
without having to have extra equipment and/or complicated routes to take to be able to do so.,[],0.18540551
it had the full sized touch pad with 2 buttons instead of just one.,[],0.18499576
so we exchanged it for the same on and after 2 hours it didn't work.,[],0.18450154
5 months dead again.,[],0.18445776
i can hardly wait to see whats around the next corner.,[],0.18445523
i am very happy!,[],0.18382145
"three years is a decent life, but this must make it to graduation and beyond.",[],0.18347816
within 3 weeks the same issues started happening again.,[],0.18259445
take your time and go through the tutorials patiently.,[],0.18258102
i could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.,[],0.18253922
*6th week*-they are not responding to my emails asking when they expect to dispatch the new unit...,[],0.18247119
"i have vista, so i am unable to install and uninstall some programs.",[],0.18246956
i'm pleased.,[],0.18245079
it's face and depanable.,[],0.18222116
very happy.,[],0.18203089
was searching online for a power supply when i found this site.,[],0.18198779
its still going.,[],0.18195795
but i don't see it as a problem.,[],0.1816802
i made the right decision.,[],0.18129045
"when typing, letters and spaces are frequently omitted requiring the user to redo many words and sentences.",[],0.18121882
"however, if i sound enthusiastic about this, i am!",[],0.18120846
"we now own two of these, identical.",[],0.18097086
it cannot save the correct date and time i set.,[],0.18081033
it is a cheap throw together.,[],0.18073456
the awesomest of the awesomest.,[],0.18071559
summary: spend your money elsewhere,[],0.18061972
i can't begin to say how disappointed i am.,[],0.18026444
-managed to send complaint email.,[],0.18003
so you don't get frustrated the first few weeks.,[],0.1796856
"trying to balance all of my roles leaves very little time for me to do anything, so i want to manage my time i do have to be the most efficient.",[],0.17963071
i managed to comply with these too and now have to wait and see if they can find another way to screw me.,[],0.17926456
also kinda loud when the fan was running.,[],0.17921716
frustrated i hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,[],0.17919093
"got another 1, and same issue.",[],0.17869626
this is perfect for her field.,[],0.17780523
they don't crash.,[],0.17765126
"my son and his family have a hard time financially because he is self-employed so the family had no computer of any kind, and kyle the oldest child is 12 and really need something to help him in school.",[],0.17719366
i took it back to the store and exchanged it for another one.,[],0.17710757
i use a cooling pad but it doesn't help.,[],0.17602743
moral of the story:-do not buy anything from companies that do not respect their customers.,[],0.17567313
it was over rated!,[],0.17537376
you will fall in love with it in no time.,[],0.17517357
and inconvenient!,[],0.17373051
it's very annoying.,[],0.17370372
i should have been more observant.,[],0.17345293
i love it!,[],0.17318653
i love it!,[],0.17318653
i love it!,[],0.17318653
i love it!,[],0.17318653
i thought it would be a simple job.,[],0.17304753
i lost two items i was working on until i figured out what was happening.,[],0.17251015
i got what i paid for.,[],0.17142487
"for me, five stars is not enough.",[],0.17129542
"i have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off.",[],0.16987674
i am glad i did my research.,[],0.16982056
"after purchasing this thing, i find out that i need a special interface device to connect my camera, and that it cannot be purchased at the store - only on line.",[],0.16832125
more relieved than anything.,[],0.16701336
you pay for what you get for.,[],0.16434279
and this isn't just my one experine.,[],0.16415814
people know what they are talking about and they have pride in the product that they are selling.,[],0.16378629
images can be multi-selected and viewed swiftly or in slideshow mode.,[],0.16375814
not enough time for me to give it 5 stars!,[],0.16293746
"in fact, he said, about 10% of their products fail.",[],0.16214013
very disappointed!,[],0.16178405
i am currently out of town and called to inform them the broken part would be returned when i got back in town.,[],0.16085283
each time taking about 1 day or so.,[],0.15985833
very very disappointed!,[],0.15970202
i take it everywhere with me because it's so easy to carry.,[],0.15963273
"it's like 9 punds, but if you can look past it, it's great!",[],0.15908843
i setup my password last night with the password on my other computer.,[],0.15907343
they need to stop outsoucing and send some complaint calls to us based customer service agents for those who live in the united states.,[],0.15906557
"however, this will be my last as well.",[],0.15891501
i really wish i had done this years ago.,[],0.15890265
the case is carved out of a single block of aluminum.,[],0.1583369
my friends are in awe every time they come over!,[],0.15826298
"there is a small red circle next to it with a x in the middle, and when i click on it it says: "" consider replacing your battery"" and it does not hold full charge.",[],0.15814903
"so needless to day, i'm not happy.",[],0.15785609
"yeah, to you.",[],0.15760154
would buy 100 more of these if i could.,[],0.1568833
5) cut my losses and sold it for parts,[],0.15670094
it was a tough choice.,[],0.15548907
so when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,[],0.15524207
i think this ps was manufactured in the mid 90's.,[],0.15467784
i hate it!,[],0.1543374
i hate it!,[],0.1543374
"i tried giving it 0 stars but i had to choose at least one, but imo no stars",[],0.15424626
they claim call center is still down.,[],0.15322894
it fires up in the morning in less than 30 seconds and i have never had any issues with it freezing.,[],0.15287212
i had finally reached my limit and broke down.,[],0.15183544
but not in this case.,[],0.15148991
it all just makes sense.,[],0.1513748
"if that is the case for you, i would suggest a pull-behind solution when looking at cases.",[],0.15032168
again.,[],0.14949816
good luck.,[],0.14930733
i was not aware that this product cannot display websites that contain flash.,[],0.14920174
i could not even put my entire music collection on this garabage.,[],0.1490247
i am also upset with cr for giving a good rating.,[],0.14902155
very annoying.,[],0.14875099
i pondered very long over this decision.,[],0.14821471
i or my dad paid over twenty four hundred dollars for everything.,[],0.14815849
they only stay charged a little over an hour.,[],0.1470871
there are differences that you need to know and take time to learn.,[],0.14696886
but my blog is read by my friends and search engine visitors.,[],0.14682028
i like it!,[],0.14667524
i'm hoping that i can find a really quick way to clean it without it getting too gross.,[],0.14540708
i am taking back today.,[],0.145088
it still seems to be a little lose now but so far seems to be hanging in there.,[],0.14484331
no good.,[],0.14477071
what's also interesting is this survey changed my ratings the first time i submitted it in case it doesn't keep what i put here are my aratings,[],0.14456792
either way i'm furious.,[],0.14430343
they click.,[],0.14422123
they have not sent a new one nor called.,[],0.14390428
dismantle the whole thing? then it will not be a newly manufactured set like before.,[],0.14381771
"no luck, although i waited for hours on the phone-visited machouse, they stated the their call center is down due to too many phonecalls (difficult to believe).",[],0.14207447
"i called back to ensure that received it, they had.",[],0.14111021
would do business again.,[],0.14110431
"call tech support, standard email the form and fax it back in to us.",[],0.1408435
"i did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before i purchased.",[],0.14076346
that's how frustrating it was.,[],0.14017461
"most of my papers could not be saved and when they could be, half the time, the papers were then erased.",[],0.13980514
i should have realized that trouble was brewing .,[],0.13961698
stay away from envy.,[],0.13935252
when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,[],0.13894774
"it doesn't have a lot of frills, but i didn't need any, and being able to buy what i needed, and not more than i needed was very important.",[],0.13832112
you may soon mistake my digitus medius as a lively pogo stick.,[],0.13824417
so don't get it.,[],0.1379152
it's catatonic.,[],0.13761717
"oh, boy!",[],0.13753733
the great 18 month same as cash financing and advance protection plan which includes accidents like spills .,[],0.13637422
i hate it.,[],0.13531172
"i connect a lacie 2big external drive via the firewire 800 interface, which is useful for time machine.",[],0.134875
"they're not safe, they're not durable, they just a worthless.",[],0.13438582
"so, i went back.",[],0.13345985
"well, maybe i was just very unlucky.",[],0.13324685
this was the 3rd day and part still had not been shipped.,[],0.1309019
"first, it does not have a push button to open the lid.",[],0.13071257
"i'm honestly afraid that it will burn me, it's that hot!",[],0.13060255
so i'm disappointed in that because communicating with my relatives out of the area is a priority.,[],0.13055043
"who knows what will happen later on when they dismantle the whole damn thing? so, i said i wanted a new set.",[],0.13012898
"help, help, other than that gets a great little wonder.",[],0.13005152
"by the way teachers, they offer a discount which helps!",[],0.12913701
its a dog plain and simple.,[],0.12884991
after trying to get some help he disconnected on me.,[],0.12878565
these new problems were the final straws;,[],0.12850562
"took that one home, same thing.",[],0.1282895
the people there just changed for me on the spot and i got a new arm piece and they didn't even request for a receipt.,[],0.12804903
it is stamped and not in pieces therefore it is a stronger more resilient frame.,[],0.12778938
"i am a wife, mom and a school teacher and a college student.",[],0.1276858
i can't honestly say i was heartbroken.,[],0.1275833
the #1 reason that is always repeated.,[],0.12644166
my kids (and dogs) destroyed two power cords by pulling on them.,[],0.12422411
they are about the same size keys.,[],0.12419394
i did not take the class and wish that i would have.,[],0.12344294
i babyed the heck out of it and i still do.,[],0.12339492
his was worth $36.,[],0.122979484
(you may be reading one now!,[],0.12274706
i am a freelance graphic artist.,[],0.12157322
i loved it.,[],0.12138442
ok first.,[],0.12116001
now i know!,[],0.12012996
"we didn't because it was already over 2,400 dollars!",[],0.11874994
gave phonenumber.,[],0.11869569
it will be returned in the state to which it was shipped michigan.,[],0.11854542
i was psyched.,[],0.118348554
enjoy your sitdown,[],0.11809306
not the day received.,[],0.11788272
i did not have to call the support line at all.,[],0.117347345
so it was only about 2 weeks ago.,[],0.11650666
time will tell.,[],0.115847364
we did not even have it a year.,[],0.11537958
"but, at the same time they (the company) would not and could not do anything about my problem.",[],0.115178324
"it's not a recommendation, it' a plea.",[],0.114682004
big mistake!,[],0.11367555
falls into the case.,[],0.11301157
"in summary, take your money elsewhere.",[],0.1127272
this is something i would deffinately reccomend to someone.,[],0.11268475
"this one, in my opinion, might be a lemon!",[],0.11239916
it's a bummer and one out of five is being kind.,[],0.111394055
look up recipes and keep it on the kitchen counter while i cook.,[],0.11011398
"-they say it will take ""up to two weeks"".",[],0.109812275
at first!,[],0.10933458
i would like to have volume buttons rather than the adjustment that is on the front.,[],0.10928469
