text,aspect_term,polarity,gold_polarity
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",host,negative,neutral
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",appetizers,neutral,neutral
"my host asked for appetizers for the group and the waiter gave us not only what we ordered, but some other items that were not ordered.",waiter,negative,neutral
you can even get packages of the chutneys to stock your fridge!,chutneys,neutral,positive
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,bar,positive,positive
the bar has various selections and the mixed drink special is a catcher! 2 for 1's.,mixed drink special,neutral,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",food,negative,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",service,positive,positive
"if it isn't for the food (a+++), it must be the service or the ambience.",ambience,positive,positive
"during the course of the past 3 months, the chef and staff changed and it was not for the better.",chef,negative,negative
"during the course of the past 3 months, the chef and staff changed and it was not for the better.",staff,negative,negative
"i like the ambience, it's very dark and original.",ambience,positive,positive
"overall, not worth the money.",money,negative,negative
this place is not worth the prices.,prices,negative,negative
we left after one drink.,drink,negative,neutral
pick a bagel has the best bagels in the city.,bagels,positive,positive
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,waiting area,negative,negative
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,seat,negative,negative
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,bar,negative,neutral
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,wait,negative,negative
"the last two times i ordered from here my food was soo spicy that  i could barely eat it, and the spice took away from the flavor of the dish.",food,negative,negative
"the last two times i ordered from here my food was soo spicy that  i could barely eat it, and the spice took away from the flavor of the dish.",flavor,negative,negative
"the last two times i ordered from here my food was soo spicy that  i could barely eat it, and the spice took away from the flavor of the dish.",dish,negative,negative
"the last two times i ordered from here my food was soo spicy that  i could barely eat it, and the spice took away from the flavor of the dish.",spice,negative,negative
the fried dumplings are great!,fried dumplings,positive,positive
this place has the best chinese style bbq ribs in the city.,bbq ribs,positive,positive
ive been here so many times the waiters know my name.,waiters,neutral,neutral
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",argentinian pizza,positive,neutral
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",lunch,positive,neutral
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pelligrino,positive,positive
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",pizza,positive,positive
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",goat cheese,positive,positive
"we figured we never had argentinian pizza before so we grabbed our lunch there, sharing a large pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",blue cheese,positive,positive
the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,kamasutra,positive,positive
the 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,bombay cosmopolitan,positive,positive
this is the perfect date spot for williamsburg couples.,date spot,positive,positive
the dim sum here is only so-so.,dim sum,negative,neutral
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,positive
"just straight up cheap, good food.",food,positive,positive
seating is ok even though sometimes there's alot of people.,seating,positive,neutral
"even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare.",cost,positive,negative
"service was slow, but the people were friendly.",service,negative,negative
"service was slow, but the people were friendly.",people,positive,positive
the steak was very fatty and the sauce was overpowering and not very tasty.,steak,negative,negative
the steak was very fatty and the sauce was overpowering and not very tasty.,sauce,negative,negative
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",staff,positive,positive
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",food,positive,positive
"the staff makes you feel at home, the food is great and the atmosphere is wonderful!",atmosphere,positive,positive
the food is alright - some stuff is good - some is not (like the steak dish which tends to be dry).,steak dish,negative,negative
they have a very diverse menu so its something for everybody.,menu,positive,positive
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,staff,negative,negative
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,sushi,negative,neutral
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,check,negative,neutral
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,dinner,negative,neutral
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check.,bar,negative,neutral
"as a long-time patron of mamoun's, i always figured that i had found the best late night food spot in the city.",food spot,positive,positive
the bagel was huge.,bagel,positive,neutral
get the tuna of gari.,tuna,neutral,positive
"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",somosas,neutral,positive
"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chai,positive,positive
"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",chole,positive,positive
"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhosas,negative,negative
"i like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.",dhal,negative,negative
edible but really a ripoff at those prices given whats in the area.,prices,negative,negative
"the staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.",bathroom,negative,negative
the service was the only thing good about this restaurant.,service,positive,positive
service- friendly and attentive.,service,positive,positive
"great food, great decor, great service.",food,positive,positive
"great food, great decor, great service.",decor,positive,positive
"great food, great decor, great service.",service,positive,positive
"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",tables,negative,neutral
"and, atlhough tables opened up next to us and we asked for a slightly larger space, they left us awkardly seated.",space,negative,neutral
"the palak paneer was standard, and i was not a fan of the malai kofta.",palak paneer,negative,neutral
"the palak paneer was standard, and i was not a fan of the malai kofta.",malai kofta,negative,neutral
i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,dining,positive,positive
i've dined at alain ducasse's restaurant in monte carlo for half the price for the same excellent dining experience.,price,positive,positive
"yeah, sometimes the service can be slow.",service,negative,negative
there was no ambiance.,ambiance,negative,negative
"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",food,positive,positive
"save your money and don't waste your calories, go to margharita's on washington street instead, they have amazing food and the best service.",service,positive,positive
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,service,positive,positive
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,dish,positive,positive
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,spring rolls,positive,positive
the service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,cod with pineapple tempura,positive,positive
"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",bottle,neutral,neutral
"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",waitress,negative,negative
"the only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price x4, which makes no sense whatsoever.",price,negative,negative
"they sell special sushi, everything have a topping, sauce and etc.",sushi,positive,positive
"they sell special sushi, everything have a topping, sauce and etc.",sauce,positive,positive
"they sell special sushi, everything have a topping, sauce and etc.",topping,positive,positive
do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.,taste,negative,negative
"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",service,positive,positive
"the place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.",place,positive,negative
the service was excellent and the food was delicious.,service,positive,positive
the service was excellent and the food was delicious.,food,positive,positive
service was also very good.,service,positive,positive
"i took my girlfriend there for her birthday last night and we had a relaxing, really good meal.",meal,positive,positive
"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",portions,negative,negative
"i would not have been so disappointed with the portions if the qualities were good enough to make up for it, but they were not!",qualities,negative,negative
i'm happy to have nosh in the neighborhood and the food is very comforting.,food,positive,positive
"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",atmosphere,positive,positive
"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",music,positive,positive
"good atmosphere, combination of all the hottest music dress code is relatively strict except on fridays.",dress cod,positive,negative
love the food.,food,positive,positive
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,candles,positive,positive
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,dinner,positive,positive
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,surrounding,positive,positive
i would highly recommend nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,pictures,positive,positive
all the desserts the group tried got favorable reviews.,desserts,positive,positive
there's something smooth about sipping sake upper east side style.,sake,positive,positive
it's a nice place to relax and have conversation.,place,positive,positive
best reuben sandwich ever!,reuben sandwich,positive,positive
lucky strike is a great casual place to just grab a bite to eat.,place,positive,positive
wonderful strawberry daiquiries as well!,strawberry daiquiries,positive,positive
"going to volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great italian cook.",dinner,neutral,neutral
"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",sushi,negative,negative
"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",wait service,negative,negative
"the sushi has been from average to below average, the wait service has always been sub-par the atmosphere goes from nice to really irritating (if you sit in the area beyond the kitchen, the acousitcs are horrid, everything echoes is extremely loud).",area,negative,negative
frites were delicious if a bit on the thick side.,frites,positive,positive
here you get the zen feel without feeling rigid.,zen feel,positive,positive
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,drink,neutral,neutral
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,bar,neutral,neutral
i would recommend putting your name down and then getting a drink at a local bar first though because of the wait time.,wait time,negative,negative
i fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork.,egg noodles in the beef broth with shrimp dumplings and slices of bbq roast pork,positive,positive
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,table,positive,neutral
i keep my fingers crossed the whole subway ride hoping that there will be a table i can sit at by myself and not have to share with the rice congee soup people.,rice congee soup,negative,neutral
"overall, the best bagel in town.",bagel,positive,positive
"light, refreshing summer rolls (not fried) remind me of vietnamese places in paris.",summer rolls,positive,positive
the sushi seemed pretty fresh and was adequately proportioned.,sushi,positive,positive
but the service was a bit slow.,service,negative,negative
spreads and toppings are great - though a bit pricey.,spreads,positive,positive
spreads and toppings are great - though a bit pricey.,toppings,positive,positive
"when i saw that their website had a link to da ciro in napoli, i knew there was going to be good pizza!",pizza,positive,positive
no one asked what was wrong as we left with nothing touched on our plates.,plates,positive,neutral
indoor was very cozy and cute.,indoor,positive,positive
we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,brunch,positive,positive
we had a 3 hour brunch- they definitely do not rush you- and they kept the unlimited mimosas flowing the whole time.,mimosas,positive,positive
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,negative
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,prices,negative,negative
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,food,negative,negative
and their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!,service,negative,negative
"the service was excellent, the food was excellent, but the entire experience was very cool.",service,positive,positive
"the service was excellent, the food was excellent, but the entire experience was very cool.",food,positive,positive
the service is good and the resturant is clean.,service,positive,positive
"great spot, whether looking for a couple of drinks or quiet dinner.",drinks,positive,positive
"great spot, whether looking for a couple of drinks or quiet dinner.",dinner,positive,positive
"great spot, whether looking for a couple of drinks or quiet dinner.",spot,positive,positive
just stick with the small dishes!,dishes,neutral,negative
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",cafe,positive,positive
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",outdoor chairs,positive,positive
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",tables,positive,positive
"the cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",service,negative,negative
i've rarely had a problem with slow staff in the 10 years i've been going.,staff,positive,positive
food is excellent.,food,positive,positive
although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive,positive
although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,positive,neutral
although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,positive,neutral
excellent lunch buffet for only $6.95.,lunch buffet,positive,positive
"if you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,negative,negative
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",priced,positive,positive
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",dinner,positive,positive
"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling.",lunch,positive,positive
"ambience is so cute and quaint, good for business although we were there on vacation.",ambience,positive,positive
"the portion sizes here are huge, and the sushi is good.",portion sizes,positive,positive
"the portion sizes here are huge, and the sushi is good.",sushi,positive,positive
my boyfriend ate tuna and it was cooked perfectly!,tuna,positive,positive
"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",menu,neutral,neutral
"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",pad thai,positive,neutral
"this wasn't the expected menu comprised only of pad thai and tom yum soup, but i thought that was what made the place so special.",tom yum soup,positive,neutral
"good food at the restaurant (a bit expensive, but great if you want to impress your date).",food,positive,positive
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,caviar,positive,positive
i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service.,service,positive,positive
i have eaten there 3-4 times and the food was always good.,food,positive,positive
"i wasn't thrilled to have to wait on line for thirty minutes, but i guess that's the price you pay for a popular place.",wait,negative,negative
"great eats, good times.",eats,positive,positive
"grilled whole fish wonderful, great spicing.",fish,positive,positive
"for years, i thought tuscan cuisine was the best, but salvatore converted me to the hearty neapolitan fare on my first visit.",neapolitan fare,neutral,positive
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",entrees,positive,negative
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",summer rolls,positive,positive
"plus, when our entrees were held up in the kitchen on a busy saturday night, the owner sent over complimentary summer rolls to hold us over!",owner,positive,positive
the service was great as well.,service,positive,positive
try the lobster teriyaki and the rose special roll.,lobster teriyaki,neutral,positive
try the lobster teriyaki and the rose special roll.,rose special roll,neutral,positive
another plus is most of the entrees are approx.,entrees,positive,positive
"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",food,positive,positive
"the food was delicious, the atmosphere was relaxed, and we have now adopted plate 347 as our secret on second!",atmosphere,positive,positive
from the moment we walked in they were more than accomodating even though the place was packed.,place,positive,negative
"i found the food, service and value exceptional everytime i have been there.",food,positive,positive
"i found the food, service and value exceptional everytime i have been there.",service,positive,positive
"i found the food, service and value exceptional everytime i have been there.",value,positive,positive
we ate at this thai place following the reviews but very unhappy with the foods.,foods,negative,negative
"the food is definitely good, but i left a bit disappointed.",food,positive,positive
"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of wine,neutral,neutral
"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",glass of beer,positive,neutral
"i am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and i was still hungry after my visit to this place!",dinner,neutral,neutral
"the drinks are a saving grace, but service staff, please, get over yourselves.",drinks,positive,positive
"the drinks are a saving grace, but service staff, please, get over yourselves.",service staff,negative,negative
there is a downside if you're ordering in -- the delivery guys have major attitude.,delivery guys,positive,negative
the all-italian staff is warm and engaging from the start.,staff,positive,positive
the prices are exceptionally reasonable for food of this caliber.,prices,positive,positive
the prices are exceptionally reasonable for food of this caliber.,food,positive,positive
if you go here - your focus should be the tamarind margaritas.,tamarind margaritas,neutral,positive
the filet mignon dish was superb!,filet mignon dish,positive,positive
i had been a regular due to the consistently good food and ease of getting a table.,food,positive,positive
i had been a regular due to the consistently good food and ease of getting a table.,getting a table,positive,positive
this place is the most japanese it can ever get.,place,positive,positive
"the food is good, i can't lie.",food,positive,positive
"great food, lt's of it, more then one person can eat!",food,positive,positive
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",pastrami on challah sandwich,positive,positive
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",soups,negative,positive
"i didn't expect to like nosh as much as i did, but the pastrami on challah sandwich i had was otherworldly, the soups are like mom's, and the knishes give yonah schimmel's a run for its money.",knishes,negative,positive
"the atmosphere is nothing special, but it feels like a sushi establishment in tokyo.",atmosphere,negative,neutral
cozy romantic atomosphere with only around 15 tables at most.,atomosphere,neutral,positive
cozy romantic atomosphere with only around 15 tables at most.,tables,neutral,positive
this place is worth going even if only for their beer.,beer,positive,positive
i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,scallops,positive,positive
i really like both the scallops and the mahi mahi (on saffron risotto-yum!).,mahi mahi (on saffron risotto,positive,positive
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",ambience,positive,positive
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",prices,positive,positive
"the ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",food,positive,positive
"do not get the go go hamburgers, no matter what the reviews say.",go go hamburgers,negative,negative
the sandwhiches are out-of-this world!,sandwhiches,negative,positive
"if you live in upper manhattan, siam square is the place for thia food.",thia food,neutral,positive
decor is charming.,decor,positive,positive
the food was very well prepared.,food,positive,positive
really tasty spring rolls and noodles for a good price though.,spring rolls,positive,positive
really tasty spring rolls and noodles for a good price though.,noodles,positive,positive
really tasty spring rolls and noodles for a good price though.,price,positive,positive
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dim sum,negative,negative
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",food,positive,positive
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",portions,negative,negative
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dishes,neutral,neutral
"good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",dish,neutral,neutral
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive,negative
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",bars,positive,negative
"while most people can attest to spending over $50 on drinks in new york bars and hardly feeling a thing, the drinks here are plentiful and unique.",drinks,positive,positive
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",stuff,positive,positive
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",waiter,positive,positive
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",dessert,positive,positive
"complimentary stuff kept coming, and when the waiter saw me opening a gift, i received my dessert on a plate that had happy birthday written on it, with a candlevery nice touch, and attentive staff.",staff,positive,positive
"the food arrived 20 minutes after i called, cold and soggy.",food,negative,negative
"if you go for the pre-theatre menu, it's an even greater deal.",pre-theatre menu,positive,positive
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",seafood,positive,positive
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",vegetables,positive,positive
"if you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, kai is your place.",portion size,neutral,negative
"the prices cannot be beat for the quality, quantity, freshness and taste.",prices,positive,positive
"the prices cannot be beat for the quality, quantity, freshness and taste.",quality,positive,positive
"the prices cannot be beat for the quality, quantity, freshness and taste.",quantity,positive,positive
"the prices cannot be beat for the quality, quantity, freshness and taste.",freshness,positive,positive
"the prices cannot be beat for the quality, quantity, freshness and taste.",taste,positive,positive
"check it out, it won't hurt your stomach or your wallet.",stomach,neutral,positive
"check it out, it won't hurt your stomach or your wallet.",wallet,neutral,positive
"little tonino's is just awesome, our favorite delivery place in kennsington, honestly the best gnochi i have ever had!",gnochi,positive,positive
incredibly poor service an food quality at exorbitant prices.,service,negative,negative
incredibly poor service an food quality at exorbitant prices.,food quality,negative,negative
incredibly poor service an food quality at exorbitant prices.,prices,negative,negative
i have been about 4 times and have always had a great meal.,meal,positive,positive
i go back in line like three times on average until i can't walk anymore.,line,positive,negative
we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,dinner specials,positive,positive
we usually just get some of the dinner specials and they are very reasonably priced and very tasty.,priced,positive,positive
horrible food and horrible service.,food,negative,negative
horrible food and horrible service.,service,negative,negative
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,wine,positive,positive
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,cheese,positive,positive
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,fondue,positive,positive
the wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,table grilling,positive,positive
they treated us well and the food was extremely fresh and well-prepared.,food,positive,positive
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,exotic salad,positive,positive
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,green salad,positive,positive
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,sweet basil fried tofu,neutral,positive
their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,peanut sauce,positive,positive
the big complaint: no toasting available.,toasting,negative,negative
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",food,negative,positive
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",garden,positive,positive
"even if the food wasn't this good, the garden is a great place to sit outside and relax.",place,positive,positive
"volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,positive,positive
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",food,negative,negative
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",waiter,negative,negative
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",wine,negative,negative
"the food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",meal,negative,neutral
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",chicken,positive,positive
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",steak,positive,positive
"the chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",lamb sandwhich,positive,positive
we saw them heating up at least one frozen item though i'm not sure which dim sum dish it was.,dim sum dish,neutral,negative
no you're going to go back because the food was good.,food,positive,positive
the food was great and the service was even better.,food,positive,positive
the food was great and the service was even better.,service,positive,positive
"while this can hardly be called a restaurant, it is possibly the best deal in manhatten: $4 for a plate heaped with rice and 2-3 entrees.",rice,positive,positive
"while this can hardly be called a restaurant, it is possibly the best deal in manhatten: $4 for a plate heaped with rice and 2-3 entrees.",entrees,positive,positive
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,traditional french decour,positive,positive
traditional french decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,hall,negative,negative
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,fish,positive,positive
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sushi chef,positive,positive
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,wasabi,positive,positive
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,soy sauce,positive,positive
the fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,sea salt,neutral,positive
"consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,negative,negative
my son and his girlfriend both wanted cheeseburgers and they were huge!,cheeseburgers,positive,positive
i really recommend the very simple unda (egg) rolls.,unda (egg) rolls,positive,positive
very good wine choices.,wine choices,positive,positive
"this is the only thai place i go too in nyc, it's wonderful, and live relaxed jazz on certain nights.",jazz,positive,positive
we were seated and ignored by waitstaff.,waitstaff,negative,negative
"if you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",lazy susans,positive,positive
"if you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",tables,positive,positive
they showed up 15 minutes after the tuna melt.,tuna,negative,positive
"tasty steak, pork loin, the works.",steak,positive,positive
"tasty steak, pork loin, the works.",pork loin,positive,positive
i went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,table,positive,neutral
i went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,wait,positive,negative
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,setting,positive,positive
i'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,service,positive,positive
"the burger was great, also.",burger,positive,positive
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",discount,negative,negative
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",service,negative,negative
"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",portions,positive,positive
"just because it's cheap does not mean the portions are small or the food is nasty, it is great!",food,positive,positive
the pizza was great.,pizza,positive,positive
i had never had edamame pureed before but i thought it was innovative and tasty (could've used a bit more salt).,edamame pureed,positive,positive
"however, it's the service that leaves a bad taste in my mouth.",service,negative,negative
"when we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",specials,negative,neutral
the price was extremely reasonable for the appetizers and food we ate.,price,positive,positive
the price was extremely reasonable for the appetizers and food we ate.,appetizers,positive,positive
the price was extremely reasonable for the appetizers and food we ate.,food,positive,positive
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",vegetarian dishes,neutral,negative
"don't dine at tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",non-veg selections,negative,positive
kenny the owner is always there and he treats my family like we are part of his family.,owner,positive,positive
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,sushi,positive,positive
