text,aspect_term,polarity,gold_polarity
"but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard, mouse, and monitor to take it with me when i take photos and video.",size,positive,positive
"but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard, mouse, and monitor to take it with me when i take photos and video.",external keyboard,neutral,neutral
"but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard, mouse, and monitor to take it with me when i take photos and video.",mouse,positive,neutral
"but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard, mouse, and monitor to take it with me when i take photos and video.",monitor,positive,neutral
the only objection i have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,windows 7 system,neutral,negative
"i dislike the weight and size, cubersome.",weight,negative,negative
"i dislike the weight and size, cubersome.",size,negative,negative
the wheel that turns the volume up and down doesn't work in real time.,wheel,negative,negative
i cannot be happier with the service or product.,service,positive,positive
"i do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.",flatline keyboard,positive,positive
speakers doesn't sound that great.,speakers,negative,negative
"i love windows 7 but i can't give toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",windows 7,positive,positive
"i love windows 7 but i can't give toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",ergonomics,negative,negative
"i love windows 7 but i can't give toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.",connections,negative,negative
"after numerous calls to applecare tech support, i was directed to send in my computer;",applecare tech support,neutral,negative
"the ""abuse"" is that i pushed the power plug in too hard.",power plug,negative,negative
the resolution on the screen is almost pure hd.,resolution on the screen,positive,positive
"with all the programs that came with it, such as ilife and iwork, i was set from the very beginning.",programs,positive,neutral
"with all the programs that came with it, such as ilife and iwork, i was set from the very beginning.",ilife,positive,neutral
"with all the programs that came with it, such as ilife and iwork, i was set from the very beginning.",iwork,positive,neutral
"not sure how i recommend it for quality gaming, as i have a desktop rig for that reason.",gaming,neutral,negative
"great value, fast delivery- computer works as if brand new, no problems, very pleased",delivery,positive,positive
"great value, fast delivery- computer works as if brand new, no problems, very pleased",value,positive,positive
the internet explorer was very slow from the very beginning.,internet explorer,negative,negative
the ac power port becomes loose over time,ac power port,negative,negative
"as a user of a pc, i will will admit that the macbook pro has a better running system in which i found myself ""getting the job done quicker.",running system,positive,positive
"there are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative,negative
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,negative,positive
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply,negative,negative
enjoy that toshib force and durability unparalleled,force,positive,positive
enjoy that toshib force and durability unparalleled,durability,positive,positive
which is great i am running vista business and scored a 5.x on the index i have never seen a windows machine have a total score in the 5's.,vista business,positive,positive
"i use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,neutral,neutral
"we love the size of the screen, although it is still lightweight and very easy to tote around.",size of the screen,positive,positive
"we love the size of the screen, although it is still lightweight and very easy to tote around.",tote,positive,positive
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,negative
"i would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.",use,positive,positive
  the battery is irreplaceable.,battery,negative,negative
"if you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of win 7 and grab a 2gb stick of memory to spice it all up a bit more.",win 7,neutral,positive
"if you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of win 7 and grab a 2gb stick of memory to spice it all up a bit more.",2gb stick of memory,positive,positive
"i have never really been big on downloading anything so i wasn't too worried about getting a virus, plus i thought i was protected by norton.",norton,neutral,negative
"the internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,negative,negative
"the internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",command prompt,negative,negative
it's software and speed enable it to do amazing things.,software,positive,positive
it's software and speed enable it to do amazing things.,speed,positive,positive
could not keep up with me and finally the hard drive went out.,hard drive,negative,negative
"i am most impressed with the programming, including the iphoto.",programming,positive,positive
"i am most impressed with the programming, including the iphoto.",iphoto,positive,positive
speakers too small to be of any real use.,speakers,negative,negative
"i upgraded it's ram to 2gb, i am very happy with it.",ram,positive,positive
i purchased a toshiba satellite m60 (with harman/kardon speakers!) in december of 2005.,speakers,positive,positive
they should have included more memory on their computers if they knew vista would run slowly.,memory,negative,negative
they should have included more memory on their computers if they knew vista would run slowly.,vista,negative,negative
battery life could be better but overall for the price and toshiba's reputation for laptops it's great!,battery life,negative,negative
battery life could be better but overall for the price and toshiba's reputation for laptops it's great!,price,positive,positive
"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,negative
"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,negative
"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,negative
  after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,warrenty,negative,neutral
  after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,hard drive,negative,negative
"the windows 7 starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",windows 7 starter,positive,positive
the neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,icon list,positive,positive
the neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,desktop icons,positive,negative
i purchased this netbook after my original toshiba laptop crashed right after the warranty expired.,warranty,negative,negative
"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.",price,positive,positive
"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.",performance,positive,positive
"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.",built,positive,positive
"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.",look,positive,positive
"the apple care has never failed me, and i expect it to be the same for this computer as well.",apple care,positive,positive
the toshiba laptop i am using is easier to use than most i have tried.,use,positive,positive
"so i called compaq, and after being on the phone for 3 hours, i finally got a replacement which i shouldn't have had a problem getting since it was under warranty.",warranty,positive,neutral
so we exchanged it for the same on and after 2 hours it didn't work.,work,negative,negative
"i love the size, keyboard, the functions.",size,positive,positive
"i love the size, keyboard, the functions.",keyboard,positive,positive
"i love the size, keyboard, the functions.",functions,positive,positive
the mouse is way way way to sensitve.,mouse,positive,negative
the os is still as fast as the day that the laptop was purchased and continues to run flawlessly.,os,positive,positive
the os is still as fast as the day that the laptop was purchased and continues to run flawlessly.,run,positive,positive
"also, i issued a replacement rma for a few dead pixels in the upper zone of the screen, which is noticable to me.",screen,negative,negative
"after way too many times sending the thing in for repairs (delivery service was slow, and without the laptop i had no access to the internet, and thus no way of tracking it to find out when i might hope to see my computer again), it finally kicked the bucket after just over 2 years.",delivery service,negative,negative
"my friend reports the notebook is astonishing in performance, picture quality, and ease of use.",performance,positive,positive
"my friend reports the notebook is astonishing in performance, picture quality, and ease of use.",picture quality,positive,positive
"my friend reports the notebook is astonishing in performance, picture quality, and ease of use.",use,positive,positive
the i3 processor doesn't seem to run hot and the fan rarely turns on.,i3 processor,positive,positive
the i3 processor doesn't seem to run hot and the fan rarely turns on.,fan,positive,positive
"  the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",battery,negative,negative
"  the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,negative
"  the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.",charge,negative,negative
"  another three weeks later i had my laptop back with a new mousepad, keys, and casing.",mousepad,positive,neutral
"  another three weeks later i had my laptop back with a new mousepad, keys, and casing.",keys,positive,neutral
"  another three weeks later i had my laptop back with a new mousepad, keys, and casing.",casing,positive,neutral
see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system,neutral,neutral
"the only thing i don't understand is that the resolution of the screen isn't high enough for some pages, such as yahoo!mail.",resolution of the screen,negative,negative
"the only thing i wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,negative,negative
very convenient when you travel and the battery life is excellent...,battery life,positive,positive
  the machine is slow to boot up and occasionally crashes completely.,boot up,negative,negative
this is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge,positive,positive
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff.,os,positive,neutral
the screen brightness automatically adjusts.,screen brightness,positive,neutral
i especially like the backlit keyboard.,backlit keyboard,positive,positive
"besides the great look, it is a great machine.",look,positive,positive
"my laptop cost approximately $2,300 and died after only 2-years, 10-months and 18-days of use.",cost,negative,negative
"the sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound,negative,negative
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),sata controller,positive,neutral
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),motherboard chip,positive,neutral
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),cpu,positive,neutral
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),hard drive,negative,neutral
the buttons you have to press a little harder than most.,buttons,negative,negative
"the battery life was supposed to be 6 hours, but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery life,negative,negative
"the battery life was supposed to be 6 hours, but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,negative,neutral
"the battery life was supposed to be 6 hours, but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.",battery,negative,negative
right size and weight for portability.,size,positive,positive
right size and weight for portability.,weight,positive,positive
right size and weight for portability.,portability,positive,positive
the battery life also doesn't keep up with the claim but still i think macbook is much ahead from the rest of the pack.,battery life,negative,negative
"  it was loaded with windows vista home premium--delivered with only 1gb of ram, and it was a *dog*.",windows vista home premium,neutral,neutral
"  it was loaded with windows vista home premium--delivered with only 1gb of ram, and it was a *dog*.",1gb of ram,negative,negative
the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (i prefer it dark) or if you can crank up the brightness.,display,negative,negative
the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (i prefer it dark) or if you can crank up the brightness.,brightness,negative,neutral
my one complaint with this laptop is that i've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,electronic fuzz sound,negative,negative
my one complaint with this laptop is that i've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,headphone jack,negative,negative
"while it was highly rated, would i like it? i tried the keyboard at the store, and it seemed ok.",keyboard,negative,neutral
"treat yourself to a more expensive, long-lasting laptop of quality like a sony, apple, or toshiba.",quality,positive,positive
"i have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,negative,neutral
was searching online for a power supply when i found this site.,power supply,positive,neutral
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.",gaming,neutral,neutral
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.",graphics editing,neutral,neutral
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.",complex data analysis,neutral,neutral
  i would  rather spend my money on a computer that costs more then a toshiba that  isn't good at all.,costs,negative,negative
(no problem with the ordering or shipping by the way.,shipping,positive,positive
and the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,ram,positive,positive
and the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,performance,positive,positive
and the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,surf the web,positive,positive
the one thing i wish it had was a detailed hardcopy manuel.,hardcopy manuel,positive,negative
"i edit and burn to dvd a lot of video, so i obviously could not live with a non-functioning drive.",drive,negative,negative
"fast, great visual!",visual,positive,positive
it's priced very reasonable and works very well right out of the box.,priced,positive,positive
it's priced very reasonable and works very well right out of the box.,works,positive,positive
you will need them if you want to reload the os (i recommend doing if you can to start fresh and optimal).,os,positive,neutral
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,negative,positive
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",plate,negative,negative
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",mouse command buttons,negative,negative
there are so many wonderful features and benefits to the new macbook!,features,positive,positive
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,speeds,positive,positive
the only thing i can say is that the touch pad doesnt work like it should all the time.,touch pad,negative,negative
"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",size,positive,positive
"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",features,positive,positive
"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",lighted keyboard,positive,positive
"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.",mouse pad,positive,positive
battery life needs more life.,battery life,negative,negative
for some odd reasons the computer doesn't reconize the operation system.,operation system,negative,negative
the trackpad was easy to learn and navigate.,trackpad,positive,positive
"applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.",applications,positive,positive
i respond that i do not have the old computer and this way i would lose the data on my hard drive.,hard drive,negative,negative
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,windows,negative,neutral
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,warrenty,negative,neutral
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,agents,negative,negative
even though the computer is larger they did not make the keyboard larger.,keyboard,negative,negative
we paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,negative,neutral
we paid for the three year warranty and the extended warranty after that one ended as well.,extended warranty,negative,neutral
"its not just slow on the internet, its slow in general.",internet,neutral,negative
it has just enough ram to run smoothly and enough memory to satisfy my needs.,ram,positive,positive
it has just enough ram to run smoothly and enough memory to satisfy my needs.,memory,positive,positive
"i acually believe the issue is with the nvidia grafics card, but still requires a return.",nvidia grafics card,negative,negative
my husband got me this for chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative,negative
the resolution is even higher then any other laptop on the market.,resolution,positive,positive
"then just the other day, my left ""mouse"" button snapped!","left ""mouse"" button",negative,negative
it is very easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard,positive,positive
it is very easy to type on and feels great - besides the added feature that the keyboard is lighted.,feature,positive,positive
it is very easy to type on and feels great - besides the added feature that the keyboard is lighted.,type,positive,positive
"laptop is advertised as a 15"" but the casing looks like that of a 17"".",casing,negative,negative
"laptop is advertised as a 15"" but the casing looks like that of a 17"".","15""",negative,neutral
"laptop is advertised as a 15"" but the casing looks like that of a 17"".","17""",negative,neutral
the feel of this machine compared to the old macbook is far superior.,feel,positive,positive
"in due course, i'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash.",hard disc,negative,negative
"they break down just as often as pcs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a mac, they don't exist.",virus protection programs for a mac,negative,negative
"but with a way bigger screen, and is able to connect to an hdmi.",screen,positive,positive
"but with a way bigger screen, and is able to connect to an hdmi.",hdmi,neutral,neutral
the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,graphics,negative,negative
the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,wireless switch,negative,negative
the overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,build quality,positive,positive
i guess he was the technical person.,technical person,positive,neutral
a seventy dollar mouse!,mouse,neutral,neutral
"the repairs were made quickly though i must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,negative,negative
when i first got it i thought the size of it was a joke.,size,negative,negative
it is fast and i have not had a problem with internet connection or any other problems.,internet connection,positive,positive
i'm really impressed with the quality and performance for the price of the computer.,quality,positive,positive
i'm really impressed with the quality and performance for the price of the computer.,performance,positive,positive
i'm really impressed with the quality and performance for the price of the computer.,price,positive,positive
"but when i received my replacement, i made both recovery dvds (4), and a driver/application dvd.",recovery dvds,neutral,neutral
"but when i received my replacement, i made both recovery dvds (4), and a driver/application dvd.",driver/application dvd,neutral,neutral
"in addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",photo detection software,neutral,positive
the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better.,speakers,negative,negative
"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,negative,negative
"it is so simple to use, i use it more than my desktop.",use,positive,positive
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,negative,negative
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,negative,neutral
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,negative,negative
i have had no problems with it unlike some hardware defects on past models.,hardware,positive,negative
"either way, the keyboard is unsatisfactory.",keyboard,negative,negative
"well, i have to say since i bought my mac, i won't ever go back to any windows.",windows,neutral,negative
"i took it in to the apple store and guess what? they fixed it, no cost out of pocket.",cost,positive,negative
"the quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,positive,positive
"the quality, engineering design and warranty are superior--covers damage from dropping the laptop.",engineering design,positive,positive
"the quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,positive,positive
"the applications are also very easy to find and maneuver, much easier than any other computer i have ever owned.",applications,positive,positive
the large screen gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room.,screen,positive,positive
"great laptop for school, easy to use for beginners in the household.",use,positive,positive
"4) laptop still did not work, blue screen within a week...",work,negative,negative
"the only thing that isn't perfect about this netbook is the speakers, they are not loud at all but i expected that.",speakers,negative,negative
"of course, i inspected the other netbooks and clearly their hinges are tighter and i even demonstrate the difference between my netbook and others.",hinges,positive,negative
not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,positive,positive
didn't work when shipped from walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,neutral,negative
if this is an improvement in customer service then i would hate too see what it was before!,customer service,negative,negative
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",programs,neutral,positive
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",keynote,neutral,neutral
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",pages,neutral,neutral
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.",numbers,neutral,neutral
"sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs, it probably comes out about even anyhow.",expense,negative,negative
"sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs, it probably comes out about even anyhow.",run,positive,positive
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",components,positive,positive
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,positive,positive
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,positive,positive
"there is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,negative,negative
for me i was lucky and a local store was selling them for $2000 off and best buy matched their price so i was able to buy one for under $1000,price,positive,positive
"unfortunately, apple's quality has continued to slide.",quality,negative,negative
i believe that the quality of a mac is worth the price.,quality,positive,positive
i believe that the quality of a mac is worth the price.,price,positive,positive
sometimes you will be moving your finger and the pointer will not even move.,pointer,negative,negative
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",shipping,positive,positive
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",price,positive,positive
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.",budget,positive,positive
"i would rate this computer at 5 stars, but considering it has a short life span i can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,negative,negative
"i also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",design,positive,positive
"i also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",looks,positive,positive
"i also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",feel,positive,positive
"i also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",my toshiba feature,positive,positive
the layout of the macbook is horrible and confusing;,layout,negative,negative
was not happy with one of the programs on it.,one of the programs,negative,negative
"also it is very good for college students who just need a reliable, easy to use computer.",use,positive,positive
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,touchpad,negative,negative
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,usb,negative,negative
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,touchpad,negative,negative
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",iwork,neutral,positive
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",office,neutral,negative
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",word processor,neutral,negative
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows,neutral,neutral
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",document creation,neutral,neutral
it is light and the battery last a very long time.,battery,positive,positive
"  and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).",memory,negative,neutral
"  and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).",memory stick,negative,negative
"  and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).",memory stick,negative,neutral
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keys,negative,negative
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",keyboard,negative,negative
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",button below the mouse pad,negative,negative
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",screen,negative,negative
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.",paint,negative,negative
the next time i had an issue my lightscribe wouldn't work.,lightscribe,negative,negative
"the touchpad is extremely sensitive, which is the only drawback.",touchpad,negative,negative
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,applications,positive,positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,iphoto,positive,positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",bluetooth,positive,neutral
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",fingerprint reader,positive,neutral
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",screen,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",mic,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",dual touchpad mode,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",usb ports,positive,neutral
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",webcam,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",use,positive,positive
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.",runs,positive,positive
"they don t translate from a mac, even on word, resulting in a ton of run-on sentences.",word,negative,negative
"the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it, but i like the big screen on it.",17 ince screen,positive,neutral
"the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it, but i like the big screen on it.",screen,positive,positive
summary: they played games with me for the warranty period.,warranty period,negative,negative
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",hd,negative,negative
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",drivers,negative,negative
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.",windows update,neutral,neutral
i can have both osx and windows xp running at the same time!,osx,neutral,positive
i can have both osx and windows xp running at the same time!,windows xp,neutral,positive
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",features,negative,neutral
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",performance,negative,negative
