text,predictions
i have only had pcs with windows before so this takes a little getting use to.,"[('pcs', None), ('windows', None)]"
i was so excited to receive the toshiba l455 as a gift/bonus for some work i had done for a friend of mine!,"[('toshiba l455', None), ('gift/bonus', None)]"
i had left my regular laptop at home and needed something to use while out of town .,"[('regular laptop', None), ('out of town', None)]"
"summary: after doing some investigation on the web, i have found that toshiba nb205s are not chronically not booting.","[('toshiba nb205s', None), ('booting', None)]"
super fast processor and really nice graphics card..,"[('graphics card', None), ('processor', None)]"
"but sitting on a lap or on a desk in front of you it looks more than big enough (this could be because im used to my lenovo 10 tablet now) plus this is a great size if i want to unplug the external keyboard, mouse, and monitor to take it with me when i take photos and video.","[('keyboard', None), ('monitor', None), ('lenovo 10 tablet', None)]"
"i contacted hp about this situation and was given excuses, without results.","[('results', None), ('hp', None)]"
you know what? i happened to buy a defective blood pressure monitor a week ago at the bukit batok polyclinic nhg pharmacy a week ago.,"[('blood pressure', None), ('pharmacy', None)]"
the only objection i have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,"[('windows 7 system', None), ('upgrade', None)]"
"i dislike the weight and size, cubersome.","[('size', None), ('weight', None)]"
the wheel that turns the volume up and down doesn't work in real time.,"[('time', None), ('volume', None)]"
i can't even install one of the 3 printers i have in my house so i am unable to print.,"[('printers', None), ('home', None)]"
i cannot be happier with the service or product.,"[('service', None), ('product', None)]"
everything was so easy.,"[('everything', None)]"
"to list a few: they tend to get hot enough to cause 3rd degree burns, as well as ignite any flamable material if near the part that happens to heat up.","[('material', None), ('burns', None)]"
got this for a graduation gift for my daughter for her to use at college.,"[('graduation', None), ('gift', None)]"
"i do transcription work on the side, and the flatline keyboard makes typing quick and easy as well.","[('flatline keyboard', None), ('transcription', None)]"
"after 5 months of failed repairs, requested a full refund but was refused and it still is not repaired and acer is indifferent to the issue.","[('full refund', None), ('acer', None)]"
the toshiba laptop was a great purchase.,"[('toshiba laptop', None), ('purchase', None)]"
"after years of using pcs, a new mac user is basically forced to re-learn how to use a computer.","[('new mac', None), ('pcs', None)]"
speakers doesn't sound that great.,"[('speakers', None), ('noise', None)]"
you better believe my next computer will be a mac!,"[('next computer', None), ('mac', None)]"
i love it!,"[('i like', None)]"
"i love windows 7 but i can't give toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.","[('windows 7', None), ('connections', None)]"
now that i have it i see that i really needed this for much more.,[]
"after numerous calls to applecare tech support, i was directed to send in my computer;","[('applecare', None), ('tech', None)]"
"the ""abuse"" is that i pushed the power plug in too hard.","[('abuse', None), ('power', None)]"
"it is easy to find documents, and keep them in one area.","[('documents', None), ('area', None)]"
the resolution on the screen is almost pure hd.,"[('resolution', None), ('screen', None)]"
"with all the programs that came with it, such as ilife and iwork, i was set from the very beginning.","[('ilife', None), ('iwork', None)]"
"not sure how i recommend it for quality gaming, as i have a desktop rig for that reason.","[('rig', None), ('quality gaming', None)]"
"i bought this netbook for traveling, and it's great - light, functional, and meets my needs.","[('netbook', None), ('traveling', None)]"
easy learning curve.,"[('curve', None), ('learning', None)]"
"i go to purchase it on line, and i find out that the device will not be available until almost two months later!","[('device', None), ('time', None)]"
dell is a decently made pc.,"[('pc', None), ('dell', None)]"
"great value, fast delivery- computer works as if brand new, no problems, very pleased","[('value', None), ('delivery', None)]"
the internet explorer was very slow from the very beginning.,"[('internet explorer', None), ('beginning', None)]"
the ac power port becomes loose over time,"[('ac power port', None), ('time', None)]"
best buy laughed when i told them they should replace it instead of expecting me to be without a computer again for another couple of weeks.,"[('buy', None), ('computer', None)]"
"as a user of a pc, i will will admit that the macbook pro has a better running system in which i found myself ""getting the job done quicker.","[('macbook', None), ('running', None)]"
the computer would not ever cut back on.,"[('computer', None), ('time', None)]"
the ease in which you set everything up is such that a child could do it.,"[('ease', None), ('set', None)]"
i would have to say that overall its great!,[]
"there are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.","[('gold key', None), ('programs', None)]"
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,"[('machine itself', None), ('light weight power supply', None)]"
it's the inside that is truly wonderful.,"[('inside', None)]"
enjoy that toshib force and durability unparalleled,"[('toshib force', None), ('durability', None)]"
i purchased this laptop 9 months ago!,"[('i', None), ('laptop', None)]"
which is great i am running vista business and scored a 5.x on the index i have never seen a windows machine have a total score in the 5's.,"[('window', None), ('index', None)]"
returning this as soon as i get out of work,"[('re', None), ('work', None)]"
"i use the computer to basically check emails, surf the web, print coupons and for my college papers.","[('computer', None), ('coupons', None)]"
this unit is not.,"[('unit', None)]"
"we love the size of the screen, although it is still lightweight and very easy to tote around.","[('screen', None), ('size', None)]"
"they aren't worth the money, even though they are on the cheap side, laptop speaking.","[('money', None), ('laptop speaking', None)]"
"either way the entire thing was just a joke, a complete rip off!","[('thing', None), ('rip', None)]"
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"[('computer', None), ('day', None)]"
so glad i decided to upgrade!,"[('upgrade', None), ('s', None)]"
"i would definitely reccomend this if you are in the market for an easy to use, stylish, fun, awesome computer.","[('computer', None), ('market', None)]"
the battery is irreplaceable.,"[('battery', None), ('place', None)]"
"*if you are looking for a good laptop, this is not it!","[('laptop', None), ('price', None)]"
"if you want a little more custom ability, drop a few bucks and upgrade to one of the more robust versions of win 7 and grab a 2gb stick of memory to spice it all up a bit more.","[('custom', None), ('win 7', None)]"
it's catatonic.,"[('catatonic', None), ('food', None)]"
"i have never really been big on downloading anything so i wasn't too worried about getting a virus, plus i thought i was protected by norton.","[('virus', None), ('downloading', None)]"
"the internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.","[('internet', None), ('command prompt', None)]"
it's software and speed enable it to do amazing things.,"[('software', None), ('things', None)]"
the toshiba satellite laptop is designed to fail !,"[('toshiba satellite laptop', None), ('fail', None)]"
"he came into my house, fiddled around on the computer for a good forty minutes and got ready to leave before it was even done doing what he was doing to it.","[('house', None), ('computer', None)]"
"my wireless provider confirmed my home internet is fine, and any connections i turn on should work.","[('wireless', None), ('home internet', None)]"
could not keep up with me and finally the hard drive went out.,"[('drive', None), ('time', None)]"
i could have purchased a cheap computer to do what i'm doing now!,"[('computer', None)]"
"i am most impressed with the programming, including the iphoto.","[('iphoto', None), ('programming', None)]"
speakers too small to be of any real use.,"[('speakers', None), ('real', None)]"
"i upgraded it's ram to 2gb, i am very happy with it.","[('ram', None), ('gb', None)]"
this is a great computer.,"[('computer', None)]"
i purchased a toshiba satellite m60 (with harman/kardon speakers!) in december of 2005.,"[('speakers', None), ('toshiba', None)]"
dismantle the whole thing? then it will not be a newly manufactured set like before.,"[('set', None), ('dismantle', None)]"
they should have included more memory on their computers if they knew vista would run slowly.,"[('vista', None), ('memory', None)]"
battery life could be better but overall for the price and toshiba's reputation for laptops it's great!,"[('price', None), ('battery life', None), ('toshiba', None)]"
"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","[('battery', None), ('hour', None)]"
it wouldn't fit in most 17-inch bags.,"[('bags', None), ('size', None)]"
the first time it crashed was maybe going on a year and a half of having it.,"[('a', None), ('time', None)]"
after the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"[('hard drive', None), ('fix', None)]"
i paid $800 for this computer from my school campus bookstore.,"[('computer', None), ('bookstore', None)]"
it is small enough to fit in one of my purses!,"[('purses', None), ('size', None)]"
"the windows 7 starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.","[('windows 7 starter', None), ('netbook', None)]"
"i was very worried about making the two compatible- but literally, it was so simple i was almost worried that i was doing something wrong.","[('i', None), ('matched', None)]"
note that i don't ordinarily take the time to write a review.,"[('time', None), ('review', None)]"
the neat and organized icon list is a welcome change from cluttered and confusing desktop icons.,"[('icons', None), ('icon list', None)]"
i purchased this netbook after my original toshiba laptop crashed right after the warranty expired.,"[('toshiba laptop', None), ('warranty', None)]"
"apparently well-built and gorgeous to look at, the i5 macbook pro is a winning combination of price and performance.","[('i5', None), ('macbook pro', None), ('price', None)]"
"asus has done an outstanding job of evolving their netbooks, and i would recommend this to anyone who both understands their needs and how netbooks can fit them.","[('needs', None), ('netbooks', None)]"
"the apple care has never failed me, and i expect it to be the same for this computer as well.","[('apple care', None), ('computer', None)]"
buyer beware.,"[('buyer', None), ('etiquette', None)]"
it has served my needs quite nicely for the most part.,"[('served', None), ('needs', None)]"
the toshiba laptop i am using is easier to use than most i have tried.,"[('toshiba laptop', None)]"
"so i called compaq, and after being on the phone for 3 hours, i finally got a replacement which i shouldn't have had a problem getting since it was under warranty.","[('replacement', None), ('warranty', None)]"
so we exchanged it for the same on and after 2 hours it didn't work.,"[('e', None), ('time', None)]"
do not buy you will be disappointed.,[]
i just recently had to ship my laptop back to hp for repair.,"[('hp', None), ('laptop', None)]"
i have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,"[('geek', None), ('viruses', None)]"
we don't mind and you don't matter.,[]
"i love the size, keyboard, the functions.","[('sizes', None), ('functions', None), ('keyboard', None)]"
but as time went on i found it almost impossible to keep the thing on-line through wi-fi.,"[('thing', None), ('wi-fi', None)]"
the mouse is way way way to sensitve.,"[('mouse', None), ('sensitve', None)]"
toshiba knows there is a manufacturing defect but will not acknowledge it.,"[('toshiba', None), ('manufacturing', None)]"
the os is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"[('os', None), ('laptop', None)]"
"also, i issued a replacement rma for a few dead pixels in the upper zone of the screen, which is noticable to me.","[('rma', None), ('area', None)]"
"waited on getting this computer, but it has been a great change.","[('change', None), ('computer', None)]"
"after way too many times sending the thing in for repairs (delivery service was slow, and without the laptop i had no access to the internet, and thus no way of tracking it to find out when i might hope to see my computer again), it finally kicked the bucket after just over 2 years.","[('delivery service', None), ('laptop', None)]"
"my friend reports the notebook is astonishing in performance, picture quality, and ease of use.","[('quality', None), ('notebook', None)]"
the i3 processor doesn't seem to run hot and the fan rarely turns on.,"[('fan', None), ('i3 processor', None)]"
i was getting extrememly frustrated when i would want to do these simple taks that i would have to wait and wait and wait for things to download or virus that would clog up my pc.,"[('taks', None), ('virus', None)]"
enjoy your sitdown,"[('sitdown', None), ('food', None)]"
"the battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","[('battery', None), ('hour', None)]"
"another three weeks later i had my laptop back with a new mousepad, keys, and casing.","[('new mousepad', None), ('new mousepad', None), ('casing', None)]"
i have had my new macbook pro i5 for a couple of days and have recycled all of my old pc laptops.,"[('new macbook pro i5', None), ('laptops', None)]"
see when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,"[('stuff', None), ('operating system', None)]"
"the only thing i don't understand is that the resolution of the screen isn't high enough for some pages, such as yahoo!mail.","[('resolution', None), ('yahoo!mail', None)]"
"the only thing i wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.","[('turnoff', None), ('touchpad', None)]"
very convenient when you travel and the battery life is excellent...,"[('battery', None), ('time', None)]"
the machine is slow to boot up and occasionally crashes completely.,"[('machine', None), ('boot', None)]"
this is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,"[('chance', None), ('lectures', None)]"
i wish toshiba would allow their customers to select an option that only boots the os at setup and removes all the unnecessary stuff.,"[('stuff', None), ('toshiba', None)]"
at first it's like you're in that honeymoon stage with your laptop.,"[('stage', None), ('laptop', None)]"
i didn't want to buy a generic brand computer but it is really nice.,"[('generic', None), ('computer', None)]"
i can use it for all of my needs.,"[('needs', None), ('food', None)]"
"after doing cad work all day at work, using a higher end pc, i couldn't come home and settle for the use of a lower end computer.","[('pc', None), ('cad', None)]"
the screen brightness automatically adjusts.,"[('screen brightness', None), ('adjusting', None)]"
i especially like the backlit keyboard.,"[('backlit keyboard', None), ('s', None)]"
either way i'm furious.,"[(""i'm furious"", None)]"
"besides the great look, it is a great machine.","[('look', None), ('machine', None)]"
"my laptop cost approximately $2,300 and died after only 2-years, 10-months and 18-days of use.","[('cost', None), ('laptop', None)]"
"the sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.","[('head phones', None), ('sound', None)]"
i was not aware that this product cannot display websites that contain flash.,"[('flash', None), ('website', None)]"
"this computer was bought because i wanted ""top of the line"", fast, reliable, ha.","[('line', None), ('computer', None)]"
a lot of help they weren't!,"[('help', None), ('food', None)]"
(the sata controller is the motherboard chip that lets the cpu talk to the hard drive.),"[('sata controller', None), ('cpu', None)]"
i will never buy anything from hp again!,"[('hp', None), ('food', None)]"
i can't imagine ever buying a pc again!,"[('pc', None), ('a', None)]"
the buttons you have to press a little harder than most.,"[('buttons', None), ('a', None)]"
"the battery life was supposed to be 6 hours, but even if i ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.","[('setting', None), ('battery', None)]"
it allows you to automatically upload photos to your facebook account with one click.,"[('a', None), ('photos', None)]"
took it back as it was defective.,[]
"other thoughts: i love newegg, i recommend them to the world however this is just unacceptable.","[('newegg', None), ('world', None)]"
now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,"[('machine', None), ('amount', None)]"
i simply got tired of a bad computer like windows with its constant freezing and anti-virus.,"[('windows', None), ('freezing', None)]"
"i am not one to throw things like this around but it is a laptop so carrying it around does seem to mean it will be jerked possibly a little, while driving a car and carrying it into where ever you are using it.","[('jerked', None), ('laptop', None)]"
right size and weight for portability.,"[('size', None), ('portability', None)]"
we decided we would try to trade-in our old ones.,"[('new', None), ('one', None)]"
"so far, so good!",[]
it took a little over 2 weeks until i got it back.,"[('i', None), ('back', None)]"
eventually the screen went blank and the computer would not turn on.,"[('screen', None), ('computer', None)]"
the battery life also doesn't keep up with the claim but still i think macbook is much ahead from the rest of the pack.,"[('macbook', None), ('battery', None)]"
"it was loaded with windows vista home premium--delivered with only 1gb of ram, and it was a *dog*.","[('ram', None), ('windows vista home premium', None)]"
what a waste of time it was to run a defrag on the pc!,"[('defrag', None), ('time', None)]"
the reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (i prefer it dark) or if you can crank up the brightness.,"[('display', None), ('brightness', None)]"
my one complaint with this laptop is that i've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,"[('headphone jack', None), ('electronic fuzz', None)]"
this system is not worth the money or trouble trying to get it fix.,"[('money', None), ('system', None)]"
"update: two years after buying this laptop, i am now the proud owner of a lemon.","[('lemon', None), ('laptop', None)]"
"while it was highly rated, would i like it? i tried the keyboard at the store, and it seemed ok.","[('store', None), ('keyboard', None)]"
"treat yourself to a more expensive, long-lasting laptop of quality like a sony, apple, or toshiba.","[('apple', None), ('quality', None), ('toshiba', None)]"
i love it - never had a computer i was so impressed with - and i've had a lot of laptops and desktops - this one is far and above the best one i ever had before.,"[('desktops', None), ('computer', None)]"
we did not even have it a year.,"[('a', None), ('year', None)]"
"i have had to call with a few questions or issues and they have helped me for free, even without the warranty.","[('warranty', None), ('call', None)]"
so you out of of notebook and money.,"[('money', None), ('notebook', None)]"
was searching online for a power supply when i found this site.,"[('power supply', None), ('place', None)]"
"but to be honest, i don't use my computer for anything like graphics editing and complex data analysis and gaming.","[('data', None), ('graphics', None)]"
i would rather spend my money on a computer that costs more then a toshiba that isn't good at all.,"[('toshiba', None), ('computer', None)]"
(no problem with the ordering or shipping by the way.,"[('ordering', None), ('shipping', None)]"
and the ram (the thing that makes it faster) comes sporting 2 gigs for high performance to handle more stuff at once and surf the web a whole lot faster than before.,"[('stuff', None), ('ram', None)]"
the one thing i wish it had was a detailed hardcopy manuel.,"[('hardcopy', None), ('manuel', None)]"
"i edit and burn to dvd a lot of video, so i obviously could not live with a non-functioning drive.","[('drive', None), ('video', None)]"
"fast, great visual!","[('visual', None)]"
it's priced very reasonable and works very well right out of the box.,"[('priced', None), ('box', None)]"
you will need them if you want to reload the os (i recommend doing if you can to start fresh and optimal).,"[('os', None), ('reload', None)]"
"apple and quess what, you have to send the whole laptop in, too bad, so sad","[('apple', None), ('whole laptop', None)]"
if you could stretch by a few 100 dollars i highly recommend you should replace your windows laptop with this one.,"[('windows', None), ('laptop', None)]"
"might have to buy one for me now, since i use it all the time.","[('time', None), ('one', None)]"
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.","[('keyboard', None), ('noise', None)]"
i purchased it this year when my old hp laptop finally died and i was looking for something smaller and lighter than a laptop to carry around for classes and traveling.,"[('hp laptop', None), ('traveling', None)]"
i have a friend who has the other model and we put them side by side with the same dvd in (battle of the smithsonian) after on hour mine was at 53% life left and his was at 69% life left.,"[('dvd', None), ('smithsonian', None)]"
the latest is on my lg netbook x12,"[('latest', None), ('lg netbook', None)]"
purchased as a gift for a friend.,"[('gift', None), ('a', None)]"
i would not recommend the purchase of this modle of toshiba computer or any toshiba product for that matter.,"[('toshiba computer', None), ('toshiba product', None)]"
i've never had problems with viruses.,"[('viruses', None)]"
"after they found no other way, they told me to courier it to them(since they don't allow the use of the post office) at my expense, and sent me a 4 page list of very specific packaging instructions to follow or it wouldn't be covered.","[('list', None), ('post office', None)]"
there are so many wonderful features and benefits to the new macbook!,"[('new macbook', None), ('features', None)]"
the mcbook pro notebook will make it easy for you to write and read your emails at blazing speeds.,"[('mcbook pro', None), ('emails', None)]"
the only thing i can say is that the touch pad doesnt work like it should all the time.,"[('touch pad', None), ('time', None)]"
"however, i love this particular mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","[('lighted keyboard', None), ('mouse pad', None)]"
battery life needs more life.,"[('battery', None), ('life', None)]"
for some odd reasons the computer doesn't reconize the operation system.,"[('computer', None), ('operation', None)]"
i had to wait 3 weeks to get it back and it still is not working properly.,"[('wait', None), ('computer', None)]"
i am going to go back and return at store i bought from!,"[('store', None), ('me', None)]"
the trackpad was easy to learn and navigate.,"[('trackpad', None), ('navigate', None)]"
"applications open in seconds and there are no lags, hiccups or awkward moments when you wonder whether your computer is out for tea.","[('tea', None), ('lags', None)]"
my husband purchased a laptop at the same time for about $300 less (he got a pc).,"[('pc', None), ('laptop', None)]"
i respond that i do not have the old computer and this way i would lose the data on my hard drive.,"[('drive', None), ('data', None)]"
again in february my computer completely failed to the point that it could not load windows so i contacted acer to get it fixed thru my warrenty and it took about 3 days fighting on the phone with agents and it seemed as though none of them spoke english.,"[('windows', None), ('agents', None)]"
i think this ps was manufactured in the mid 90's.,"[('ps', None), (""mid 90's"", None)]"
both upgrades were quickly accomplished after purchasing the necessary product key.,"[('product key', None), ('upgrades', None)]"
i have owned it only two months!,"[('i', None), ('place', None)]"
i love my macbook pro!,"[('macbook', None), ('pros', None)]"
from the moment i opened the box to the present it has been a great joy.,"[('box', None), ('joy', None)]"
i bought this emachines notebook pc in january of this year and i am highly dissatisfied with it.,"[('emachines notebook pc', None), ('emachines', None)]"
even though the computer is larger they did not make the keyboard larger.,"[('keyboard', None), ('computer', None)]"
"thanks, macconnection, for making this a seamless purchase!","[('macconnection', None), ('purchase', None)]"
we paid for the three year warranty and the extended warranty after that one ended as well.,"[('extended warranty', None), ('three', None)]"
"its not just slow on the internet, its slow in general.","[('internet', None), ('general', None)]"
it has just enough ram to run smoothly and enough memory to satisfy my needs.,"[('ram', None), ('memory', None)]"
the difference is phenomenal.,"[('difference', None)]"
"i acually believe the issue is with the nvidia grafics card, but still requires a return.","[('nvidia grafics card', None), ('return', None)]"
i am a freelance graphic artist.,"[('graphic', None), ('artist', None)]"
"no waiting to have my claim reviewed by someone in another state (or more often, another country).","[('waiting', None), ('claim', None)]"
i did not like my acer.,"[('acer', None), ('acer', None)]"
my husband got me this for chrismas after getting me a very expensve laptop that did not work after 2 days.,"[('laptop', None), ('chrismas', None)]"
problem fixed which is great but there went another two weeks without my laptop at school.,"[('school', None), ('laptop', None)]"
the resolution is even higher then any other laptop on the market.,"[('resolution', None), ('laptop', None)]"
"then just the other day, my left ""mouse"" button snapped!","[('mouse', None), ('button', None)]"
it is very easy to type on and feels great - besides the added feature that the keyboard is lighted.,"[('lighted', None), ('keyboard', None)]"
"laptop is advertised as a 15"" but the casing looks like that of a 17"".","[('casing', None), ('laptop', None)]"
remember to do your research first before consider buying a toshiba product.,"[('toshiba', None), ('research', None)]"
i bought this laptop the moment unibody product came to the market.,"[('price', None), ('laptop', None)]"
the only time i have restarted is during system updates.,"[('system', None), ('time', None)]"
mac is extremely different than any other laptop.,"[('mac', None), ('laptop', None)]"
the feel of this machine compared to the old macbook is far superior.,"[('feel', None), ('macbook', None)]"
"in due course, i'll remove the hard disc from this new macbook pro and dump it where it belongs - in the trash.","[('disc', None), ('course', None)]"
"it's great and we will always stick with apple computers, we have been so happy with them.","[('apple computers', None)]"
i should have realized that trouble was brewing .,"[('trouble', None), ('brewing', None)]"
"they break down just as often as pcs do, and the only reason they don't get viruses, is because no one makes viruses for them, they're not better in any way, they are worse, try finding virus protection programs for a mac, they don't exist.","[('mac', None), ('viruses', None)]"
thank you.,[]
the benefits were immediate!,"[('benefits', None)]"
much faster than my old windows laptop that died on me.,"[('windows', None), ('laptop', None)]"
"never any doubt i would get a macbook, just wasn't sure which one.","[('macbook', None)]"
"but with a way bigger screen, and is able to connect to an hdmi.","[('hdmi', None), ('screen', None)]"
the graphics are awful and the wireless switch it at the top rather than the side which i am used to it being on the side.,"[('wireless', None), ('graphics', None)]"
the overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.,"[('unit', None), ('build quality', None)]"
i bought my acer aspire custom made in june 2008.,"[('acer aspire custom', None), ('june 2008.', None)]"
i guess he was the technical person.,"[('person', None)]"
they click.,"[('click', None)]"
a seventy dollar mouse!,"[('mouse', None), ('dollar', None)]"
"the repairs were made quickly though i must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","[('repairs', None), ('address', None)]"
i have the a65 - right now it's a paperweight.,"[('paperweight', None), ('a65', None)]"
when i first got it i thought the size of it was a joke.,"[('size', None), ('joke', None)]"
"that being said, it still runs video in full screen decently.","[('screen', None), ('video', None)]"
it is fast and i have not had a problem with internet connection or any other problems.,"[('internet', None), ('connection', None)]"
i'm really impressed with the quality and performance for the price of the computer.,"[('quality', None), ('price', None), ('computer', None)]"
"but when i received my replacement, i made both recovery dvds (4), and a driver/application dvd.","[('replacement', None), ('dvds (4)', None)]"
"in addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.","[('people', None), ('photo detection', None)]"
the speakers are terrible and are probably the cheapest ones i have ever seen in a laptop so if your planning to listen to music i suggest you get something better.,"[('speakers', None), ('music', None)]"
"so then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).","[('price', None), ('service', None)]"
what's really great about this product is you may have a family member who is computer illiterate and you can pretty much just let them loose on this computer without any real supervision.,"[('family member', None), ('supervision', None)]"
"the lesson learned here is: it does not pay to by this loyal to any brand, since all of them are there to simply to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.","[('money', None), ('brand', None)]"
pdf files can be viewed instantly.,"[('pdf', None), ('files', None)]"
dell latitude d620 is not a reliable machine.,"[('latitude', None), ('machine', None)]"
i have had it for almost four years now and i have only had a few problems with it.,"[('problems', None), ('item', None)]"
overall for the money this is a good deal.,"[('money', None), ('deal', None)]"
"it is so simple to use, i use it more than my desktop.","[('desktop', None), ('app', None)]"
i also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,"[('pointer', None), ('touchpad', None)]"
i saved for this laptop for 3 months and i can tell you personally it was worth the wait.,"[('wait', None), ('laptop', None)]"
"i own a hewlett packard laptop and i've had man problems with it since i bought in in feb, 201","[('hewlett packard', None), ('201', None)]"
it has a overheating issue - nearly to the point of being dangerous.,"[('overheating', None), ('room', None)]"
i have had no problems with it unlike some hardware defects on past models.,"[('hardware', None), ('models', None)]"
"either way, the keyboard is unsatisfactory.","[('keyboard', None), ('s', None)]"
"well, i have to say since i bought my mac, i won't ever go back to any windows.","[('mac', None), ('windows', None)]"
"i took it in to the apple store and guess what? they fixed it, no cost out of pocket.","[('cost', None), ('apple', None)]"
i have used different laptops in the past and i have to rate this one way above the rest.,"[('laptops', None), ('past', None)]"
i love the mac so much better than my work pc!,"[('mac', None), ('pc', None)]"
"the quality, engineering design and warranty are superior--covers damage from dropping the laptop.","[('quality', None), ('engineering design', None), ('laptop', None)]"
i recommend the macbook pro if you want the best laptop on the market.,"[('macbook', None), ('market', None)]"
"the applications are also very easy to find and maneuver, much easier than any other computer i have ever owned.","[('applications', None), ('maneuver', None)]"
the large screen gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room.,"[('tv shows', None), ('large screen', None)]"
small and light weight.,"[('weight', None), ('light', None)]"
"great laptop for school, easy to use for beginners in the household.","[('family', None), ('laptop', None)]"
"he didn't work for sony, he was just approved to fix their crappy products.","[('sony', None), ('products', None)]"
"4) laptop still did not work, blue screen within a week...","[('screen', None), ('laptop', None)]"
"the only thing that isn't perfect about this netbook is the speakers, they are not loud at all but i expected that.","[('speakers', None), ('netbook', None)]"
"bought for my daughter to take for starting college this fall - she has been on it non-stop ever since ""learning how to use it"".",[]
"never had a single problem, and don't have to worry about viruses.","[('virus', None), ('problem', None)]"
"of course, i inspected the other netbooks and clearly their hinges are tighter and i even demonstrate the difference between my netbook and others.","[('hinges', None), ('others', None)]"
not to mention the fact that your mac comes fully loaded with all necessary basic programs.,"[('mac', None), ('programs', None)]"
didn't work when shipped from walmart.com but went into a store and exchanged for a working laptop (same make/model).,"[('store', None), ('laptop', None)]"
it is so much fun to play with.,"[('game', None)]"
if this is an improvement in customer service then i would hate too see what it was before!,"[('service', None), ('customer', None)]"
*6th week*-they are not responding to my emails asking when they expect to dispatch the new unit...,"[('new unit', None), ('waiting', None)]"
"all of the programs (keynote, pages, numbers) have an option to save your documents as microsoft compatible, which really eliminates the need for the actual.","[('options', None), ('pages', None), ('microsoft', None)]"
"sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when i factor in all the money in that i wasted on geek squad and the latest patches to de-corrupt my infested pcs, it probably comes out about even anyhow.","[('money', None), ('pcs', None), ('patches', None)]"
"the best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant amount off the price.","[('dell coupons', None), ('components', None), ('price', None)]"
"there is no cd drive on the computer, which defeats the purpose of keeping files on a cd.","[('cd drive', None), ('file', None)]"
and toshiba is a quality supplier.,"[('quality', None), ('toshiba', None)]"
for me i was lucky and a local store was selling them for $2000 off and best buy matched their price so i was able to buy one for under $1000,"[('price', None), ('store', None)]"
i can't honestly say i was heartbroken.,"[('heartbroken', None), ('a', None)]"
will not every buy another--------lou,"[('lou', None)]"
"unfortunately, apple's quality has continued to slide.","[('quality', None), ('apple', None)]"
and finally i realized that mac is the best.,"[('mac', None), ('s', None)]"
it's very annoying.,[]
i'm hoping that i can find a really quick way to clean it without it getting too gross.,"[('way', None), ('kitchen', None)]"
my only other complaint is that it gets really hot.,"[('hot', None), ('food', None)]"
i believe that the quality of a mac is worth the price.,"[('quality', None), ('price', None)]"
i'm very disappointed in dell.,"[('dell', None)]"
sometimes you will be moving your finger and the pointer will not even move.,"[('pointer', None), ('finger', None)]"
i've only had mine a day but i'm already used to it...,"[('day', None)]"
and that was the fourth time ive sent it to them to get fixed.,"[('time', None), ('fix', None)]"
"the 13"" macbook pro just fits in my budget and with free shipping and no tax to ca this is the best price we can get for a great product.","[('price', None), ('macbook pro', None), ('delivery', None)]"
"i would rate this computer at 5 stars, but considering it has a short life span i can only give it 1 and implore anyone looking at laptops to stay away from this machine.","[('machine', None), ('laptops', None)]"
